,sensor [Auto],,,,,
,Oxygen,Pressure,Temperature,Humidity,ppO2,
04/23/23 13:40:45.235,"30780","101","20","45.4","35.5",
04/23/23 13:40:52.092,"30780","101","19.9","45.3","35.5",
04/23/23 13:40:58.738,"30780","101","20","45.3","35.5",
04/23/23 13:41:05.225,"30780","101","19.9","45.4","35.5",
04/23/23 13:41:11.931,"30780","101","20","45.3","35.5",
04/23/23 13:41:18.598,"30780","101","20","45.3","35.5",
04/23/23 13:41:25.224,"30780","101","20","45.3","35.5",
04/23/23 13:41:31.891,"30780","101","20","45.3","35.5",
04/23/23 13:41:38.487,"30780","101","20","45.3","35.5",
04/23/23 13:41:44.964,"30780","101","20","45.3","35.5",
04/23/23 13:41:51.670,"30780","101","20","45.3","35.5",
04/23/23 13:41:58.097,"30780","101","20","45.3","35.5",
04/23/23 13:42:04.933,"30780","101","20","45.3","35.5",
04/23/23 13:42:11.410,"30780","101","20","45.3","35.5",
04/23/23 13:42:17.957,"30780","101","20","45.3","35.5",
04/23/23 13:42:24.703,"30780","101","20","45.3","35.5",
04/23/23 13:42:31.309,"30780","101","20","45.3","35.5",
04/23/23 13:42:37.756,"30780","101","20","45.3","35.5",
04/23/23 13:42:44.562,"30780","101","20","45.3","35.5",
04/23/23 13:42:51.209,"30780","101","20","45.3","35.5",
04/23/23 13:42:57.816,"30780","101","20","45.3","35.5",
04/23/23 13:43:04.432,"30780","101","20","45.3","35.5",
04/23/23 13:43:10.969,"30780","101","20","45.3","35.5",
04/23/23 13:43:17.495,"30780","101","20","45.2","35.5",
04/23/23 13:43:24.052,"30780","101","20","45.2","35.5",
04/23/23 13:43:30.718,"30780","101","20","45.2","35.5",
04/23/23 13:43:37.375,"30780","101","20","45.2","35.5",
04/23/23 13:43:44.071,"30780","101","20","45.2","35.5",
04/23/23 13:43:50.598,"30780","101","19.9","45.2","35.5",
04/23/23 13:43:57.014,"30780","101","20","45.2","35.5",
04/23/23 13:44:03.531,"30780","101","20","45.2","35.5",
04/23/23 13:44:10.197,"30780","101","20","45.2","35.5",
04/23/23 13:44:16.994,"30780","101","20","45.2","35.5",
04/23/23 13:44:23.680,"30780","101","20","45.2","35.5",
04/23/23 13:44:30.327,"30780","101","20","45.2","35.5",
04/23/23 13:44:37.273,"30780","101","19.9","45.2","35.5",
04/23/23 13:44:44.159,"30780","101","20","45.2","35.5",
04/23/23 13:44:50.786,"30780","101","20","45.2","35.5",
04/23/23 13:44:57.602,"30780","101","20","45.2","35.6",
04/23/23 13:45:04.319,"30780","101","20","45.2","35.6",
04/23/23 13:45:10.875,"30890","101","20","45.2","35.6",
04/23/23 13:45:17.422,"30890","101","20","45.2","35.6",
04/23/23 13:45:23.829,"30890","101","20","45.2","35.6",
04/23/23 13:45:30.505,"30780","101","20","45.2","35.6",
04/23/23 13:45:37.152,"30780","101","20","45.2","35.6",
04/23/23 13:45:43.878,"30890","101","20","45.2","35.6",
04/23/23 13:45:50.435,"30890","101","20","45.2","35.6",
04/23/23 13:45:57.431,"30890","101","20","45.2","35.6",
04/23/23 13:46:04.107,"30890","101","20","45.2","35.6",
04/23/23 13:46:10.784,"30890","101","20","45.2","35.6",
04/23/23 13:46:17.300,"30890","101","19.9","45.2","35.6",
04/23/23 13:46:23.937,"30890","101","20","45.2","35.6",
04/23/23 13:46:30.673,"30890","101","20","45.2","35.6",
04/23/23 13:46:37.740,"30890","101","20","45.2","35.6",
04/23/23 13:46:44.626,"30890","101","19.9","45.1","35.6",
04/23/23 13:46:51.312,"30890","101","20","45.1","35.6",
04/23/23 13:46:58.059,"30890","101","20","45.1","35.6",
04/23/23 13:47:04.765,"30780","101","19.9","45.1","35.6",
04/23/23 13:47:11.412,"30780","101","19.9","45.1","35.6",
04/23/23 13:47:18.348,"30780","101","20","45.1","35.6",
04/23/23 13:47:24.915,"30780","101","20","45.1","35.6",
04/23/23 13:47:31.521,"30780","101","20","45.1","35.5",
04/23/23 13:47:38.108,"30780","101","20","45.2","35.5",
04/23/23 13:47:44.884,"30780","101","20","45.2","35.5",
04/23/23 13:47:51.631,"30680","101","19.9","45.1","35.4",
04/23/23 13:47:58.097,"30680","101","20","45.1","35.4",
04/23/23 13:48:04.894,"30570","101","20","45.1","35.3",
04/23/23 13:48:11.660,"30570","101","20","45.1","35.3",
04/23/23 13:48:18.237,"30460","101","20","45.1","35.2",
04/23/23 13:48:25.193,"30460","101","20","45.1","35",
04/23/23 13:48:31.899,"30250","101","20","45.1","35",
04/23/23 13:48:38.476,"30250","101","20","45.1","34.9",
04/23/23 13:48:44.963,"30140","101","20","45.1","34.9",
04/23/23 13:48:51.659,"30030","101","19.9","45.1","34.7",
04/23/23 13:48:58.366,"29930","101","20","45.1","34.6",
04/23/23 13:49:05.002,"29820","101","20","45.1","34.5",
04/23/23 13:49:11.768,"29710","101","20","45.1","34.4",
04/23/23 13:49:18.815,"29610","101","20","45.1","34.3",
04/23/23 13:49:25.461,"29500","101","19.9","45.1","34.2",
04/23/23 13:49:32.178,"29390","101","20","45.1","34.2",
04/23/23 13:49:38.884,"29390","101","20","45.1","34.1",
04/23/23 13:49:45.711,"29290","101","20","45.1","34",
04/23/23 13:49:52.797,"29180","101","20","45.1","34",
04/23/23 13:49:59.713,"29180","101","20","45.1","33.9",
04/23/23 13:50:06.570,"29070","101","19.9","45.1","33.8",
04/23/23 13:50:13.266,"28970","101","20","45.1","33.7",
04/23/23 13:50:20.062,"28860","101","20","45.2","33.6",
04/23/23 13:50:26.829,"28750","101","20","45.1","33.6",
04/23/23 13:50:33.425,"28750","101","20","45.1","33.5",
04/23/23 13:50:40.382,"28650","101","20","45.1","33.5",
04/23/23 13:50:47.208,"28650","101","20","45.1","33.4",
04/23/23 13:50:53.955,"28540","101","20","45.1","33.4",
04/23/23 13:51:00.821,"28540","101","20","45.1","33.3",
04/23/23 13:51:07.897,"28430","101","20","45.1","33.2",
04/23/23 13:51:14.924,"28320","101","20","45.1","33.2",
04/23/23 13:51:21.630,"28320","101","20","45.1","33.2",
04/23/23 13:51:28.317,"28320","101","20","45.1","33.1",
04/23/23 13:51:34.913,"28220","101","19.9","45.1","33.1",
04/23/23 13:51:41.430,"28220","101","20","45.1","33",
04/23/23 13:51:48.156,"28110","101","20","45.1","33",
04/23/23 13:51:54.713,"28110","101","20","45.2","33",
04/23/23 13:52:01.519,"28000","101","19.9","45.2","32.9",
04/23/23 13:52:08.335,"28000","101","19.9","45.1","32.9",
04/23/23 13:52:15.112,"28000","101","20","45.2","32.9",
04/23/23 13:52:21.848,"28000","101","20","45.1","32.9",
04/23/23 13:52:28.825,"28000","101","20","45.2","32.8",
04/23/23 13:52:35.741,"27900","101","20","45.2","32.8",
04/23/23 13:52:42.377,"27900","101","19.9","45.2","32.8",
04/23/23 13:52:49.044,"27900","101","19.9","45.1","32.8",
04/23/23 13:52:55.810,"27900","101","20","45.2","32.8",
04/23/23 13:53:02.627,"27900","101","20","45.1","32.7",
04/23/23 13:53:09.693,"27790","101","20","45.1","32.7",
04/23/23 13:53:16.530,"27790","101","20","45.1","32.7",
04/23/23 13:53:23.356,"27790","101","20","45.1","32.7",
04/23/23 13:53:30.082,"27790","101","20","45.1","32.7",
04/23/23 13:53:36.939,"27790","101","20","45.1","32.6",
04/23/23 13:53:43.935,"27680","101","20","45.1","32.6",
04/23/23 13:53:50.811,"27680","101","19.9","45.1","32.6",
04/23/23 13:53:57.978,"27680","101","20","45.1","32.6",
04/23/23 13:54:04.904,"27680","101","20","45.1","32.6",
04/23/23 13:54:11.740,"27680","101","20","45.1","32.6",
04/23/23 13:54:18.287,"27680","101","20","45.1","32.6",
04/23/23 13:54:25.103,"27680","101","20","45.1","32.6",
04/23/23 13:54:31.980,"27680","101","20","45.1","32.6",
04/23/23 13:54:38.856,"27680","101","20","45.1","32.6",
04/23/23 13:54:45.613,"27680","101","20","45.1","32.6",
04/23/23 13:54:52.599,"27680","101","20","45.1","32.6",
04/23/23 13:54:59.435,"27680","101","20","45.1","32.6",
04/23/23 13:55:06.522,"27680","101","20","45.1","32.6",
04/23/23 13:55:13.148,"27680","101","20","45.1","32.5",
04/23/23 13:55:19.715,"27680","101","20","45.1","32.5",
04/23/23 13:55:26.571,"27680","101","19.9","45.1","32.5",
04/23/23 13:55:33.248,"27680","101","19.9","45.1","32.5",
04/23/23 13:55:39.824,"27680","101","20","45.1","32.5",
04/23/23 13:55:46.540,"27580","101","20","45.2","32.4",
04/23/23 13:55:53.167,"27580","101","19.9","45.2","32.4",
04/23/23 13:55:59.953,"27470","101","20","45.2","32.4",
04/23/23 13:56:06.930,"27580","101","20","45.2","32.4",
04/23/23 13:56:13.826,"27580","101","20","45.2","32.4",
04/23/23 13:56:21.072,"27580","101","20","45.2","32.5",
04/23/23 13:56:27.989,"27580","101","20","45.2","32.5",
04/23/23 13:56:35.225,"27580","101","20","45.2","32.5",
04/23/23 13:56:42.021,"27580","101","20","45.2","32.5",
04/23/23 13:56:48.868,"27580","101","20","45.2","32.5",
04/23/23 13:56:55.974,"27580","101","19.9","45.2","32.5",
04/23/23 13:57:03.020,"27580","101","19.9","45.2","32.5",
04/23/23 13:57:09.917,"27580","101","20","45.1","32.5",
04/23/23 13:57:16.833,"27580","101","19.9","45.1","32.5",
04/23/23 13:57:23.889,"27580","101","20","45.1","32.5",
04/23/23 13:57:30.706,"27580","101","19.9","45.1","32.5",
04/23/23 13:57:37.662,"27680","101","20","45.2","32.6",
04/23/23 13:57:44.518,"27680","101","20","45.1","32.6",
04/23/23 13:57:51.385,"27680","101","20","45.1","32.6",
04/23/23 13:57:58.301,"27680","101","20","45.1","32.6",
04/23/23 13:58:05.397,"27790","101","19.9","45.1","32.6",
04/23/23 13:58:12.194,"27790","101","20","45.1","32.6",
04/23/23 13:58:19.050,"27680","101","20","45.1","32.6",
04/23/23 13:58:25.937,"27790","101","19.9","45.1","32.7",
04/23/23 13:58:33.023,"27790","101","20","45.1","32.7",
04/23/23 13:58:40.389,"27790","101","19.9","45.1","32.7",
04/23/23 13:58:47.225,"27790","101","20","45.1","32.7",
04/23/23 13:58:54.202,"27790","101","20","45.1","32.7",
04/23/23 13:59:01.118,"27790","101","20","45.1","32.7",
04/23/23 13:59:07.984,"27790","101","20","45.1","32.7",
04/23/23 13:59:14.911,"27790","101","20","45.1","32.7",
04/23/23 13:59:21.947,"27790","101","20","45.1","32.7",
04/23/23 13:59:28.883,"27790","101","20","45.1","32.7",
04/23/23 13:59:35.760,"27790","101","20","45.1","32.7",
04/23/23 13:59:42.726,"27790","101","20","45.1","32.7",
04/23/23 13:59:49.762,"27790","101","20","45.1","32.7",
04/23/23 13:59:56.769,"27790","101","19.9","45.1","32.7",
04/23/23 14:00:03.615,"27790","101","20","45.1","32.7",
04/23/23 14:00:10.621,"27790","101","20","45.1","32.7",
04/23/23 14:00:17.388,"27790","101","20","45","32.7",
04/23/23 14:00:24.314,"27790","101","20","45.1","32.7",
04/23/23 14:00:30.891,"27790","101","20","45.1","32.7",
04/23/23 14:00:37.917,"27790","101","20","45.1","32.7",
04/23/23 14:00:44.763,"27790","101","20","45.1","32.7",
04/23/23 14:00:51.780,"27790","101","20","45.1","32.8",
04/23/23 14:00:58.366,"27900","101","20","45.1","32.8",
04/23/23 14:01:05.223,"27900","101","20","45.1","32.8",
04/23/23 14:01:12.039,"27900","101","20","45.1","32.8",
04/23/23 14:01:18.975,"27900","101","20","45.1","32.8",
04/23/23 14:01:25.742,"27900","101","20","45.2","32.8",
04/23/23 14:01:32.758,"27900","101","20","45.1","32.8",
04/23/23 14:01:39.494,"28000","101","20","45.1","32.8",
04/23/23 14:01:46.381,"28000","101","20","45.1","32.9",
04/23/23 14:01:53.227,"28000","101","20","45.1","32.9",
04/23/23 14:02:00.463,"28000","101","20","45.1","32.9",
04/23/23 14:02:07.400,"28000","101","20","45.1","32.9",
04/23/23 14:02:14.366,"28110","101","20","45.1","33",
04/23/23 14:02:21.422,"28110","101","20","45","33",
04/23/23 14:02:28.219,"28110","101","20","45.1","33",
04/23/23 14:02:35.615,"28110","101","20","45.1","33",
04/23/23 14:02:42.661,"28110","101","20","45","33",
04/23/23 14:02:49.448,"28110","101","20","45","33",
04/23/23 14:02:56.754,"28110","101","20","45","33",
04/23/23 14:03:03.650,"28110","101","20","45","33",
04/23/23 14:03:10.377,"28110","101","20","45","33",
04/23/23 14:03:17.413,"28110","101","20","45","33",
04/23/23 14:03:24.329,"28110","101","20","45","33",
04/23/23 14:03:31.256,"28110","101","20","45","33",
04/23/23 14:03:38.112,"28110","101","20","45","33",
04/23/23 14:03:45.138,"28110","101","20","45","33",
04/23/23 14:03:52.135,"28110","101","20.1","45","33.1",
04/23/23 14:03:59.141,"28220","101","20","45","33.1",
04/23/23 14:04:06.217,"28220","101","20","45","33.1",
04/23/23 14:04:13.064,"28220","101","20","45","33.1",
04/23/23 14:04:20.310,"28220","101","20","45","33.1",
04/23/23 14:04:27.146,"28320","101","20.1","45","33.2",
04/23/23 14:04:34.142,"28320","101","20","45","33.2",
04/23/23 14:04:41.009,"28320","101","20","45","33.2",
04/23/23 14:04:48.075,"28320","101","20.1","45","33.2",
04/23/23 14:04:55.271,"28320","101","20","45.1","33.2",
04/23/23 14:05:02.248,"28320","101","20","45.1","33.3",
04/23/23 14:05:09.124,"28430","101","20.1","45.1","33.3",
04/23/23 14:05:16.240,"28430","101","20","45.1","33.3",
04/23/23 14:05:23.367,"28430","101","20","45.1","33.3",
04/23/23 14:05:30.353,"28430","101","20","45.1","33.3",
04/23/23 14:05:37.279,"28430","101","20","45.1","33.3",
04/23/23 14:05:44.196,"28430","101","20.1","45","33.3",
04/23/23 14:05:51.432,"28430","101","20","45","33.3",
04/23/23 14:05:58.508,"28430","101","20","45","33.3",
04/23/23 14:06:05.764,"28430","101","20","45","33.4",
04/23/23 14:06:12.880,"28540","101","20","45","33.4",
04/23/23 14:06:19.737,"28540","101","20","45","33.4",
04/23/23 14:06:27.063,"28540","101","20","45","33.4",
04/23/23 14:06:34.009,"28540","101","20","45","33.4",
04/23/23 14:06:41.096,"28540","101","20","45","33.4",
04/23/23 14:06:47.952,"28540","101","20","45","33.4",
04/23/23 14:06:54.848,"28540","101","20","45","33.4",
04/23/23 14:07:01.805,"28540","101","20","45","33.4",
04/23/23 14:07:08.701,"28540","101","20","45","33.4",
04/23/23 14:07:15.597,"28540","101","20","45","33.4",
04/23/23 14:07:22.574,"28540","101","19.9","45","33.4",
04/23/23 14:07:29.420,"28540","101","20","45","33.5",
04/23/23 14:07:36.287,"28650","101","20","45","33.5",
04/23/23 14:07:43.163,"28650","101","20","45","33.5",
04/23/23 14:07:50.129,"28650","101","20","45","33.5",
04/23/23 14:07:57.275,"28650","101","20","45.1","33.5",
04/23/23 14:08:04.192,"28650","101","20","45.1","33.5",
04/23/23 14:08:11.198,"28650","101","20","45.1","33.6",
04/23/23 14:08:18.284,"28750","101","20","45.1","33.5",
04/23/23 14:08:25.311,"28650","101","20","45.1","33.6",
04/23/23 14:08:32.177,"28750","101","20","45.1","33.6",
04/23/23 14:08:39.183,"28750","101","20","45.1","33.6",
04/23/23 14:08:46.420,"28750","101","20","45.1","33.6",
04/23/23 14:08:53.416,"28750","101","20","45.2","33.6",
04/23/23 14:09:00.272,"28750","101","20","45.2","33.6",
04/23/23 14:09:07.309,"28750","101","20","45.2","33.6",
04/23/23 14:09:14.155,"28750","101","20","45.2","33.6",
04/23/23 14:09:21.171,"28750","101","20","45.2","33.6",
04/23/23 14:09:28.328,"28750","101","20","45.2","33.6",
04/23/23 14:09:35.604,"28750","101","20","45.1","33.6",
04/23/23 14:09:42.570,"28750","101","20","45.2","33.6",
04/23/23 14:09:49.666,"28750","101","20","45.2","33.7",
04/23/23 14:09:56.882,"28860","101","20","45.1","33.7",
04/23/23 14:10:03.999,"28860","101","20","45.1","33.7",
04/23/23 14:10:10.985,"28860","101","20","45.1","33.7",
04/23/23 14:10:18.031,"28860","101","20","45.1","33.7",
04/23/23 14:10:25.268,"28860","101","20","45.1","33.7",
04/23/23 14:10:32.284,"28860","101","20","45.1","33.7",
04/23/23 14:10:39.650,"28860","101","20","45.1","33.7",
04/23/23 14:10:47.016,"28860","101","20","45.1","33.8",
04/23/23 14:10:54.542,"28970","101","20","45.1","33.8",
04/23/23 14:11:01.758,"28970","101","20","45.1","33.8",
04/23/23 14:11:08.895,"28970","101","20","45.1","33.8",
04/23/23 14:11:16.041,"28970","101","20","45.1","33.8",
04/23/23 14:11:22.897,"28970","101","20","45.1","33.8",
04/23/23 14:11:29.953,"28970","101","20","45.1","33.8",
04/23/23 14:11:36.960,"28970","101","20","45.1","33.8",
04/23/23 14:11:44.196,"28970","101","20","45.1","33.8",
04/23/23 14:11:51.172,"28970","101","20","45.1","33.8",
04/23/23 14:11:58.488,"28970","101","20","45.1","33.8",
04/23/23 14:12:05.635,"28970","101","20","45.1","33.8",
04/23/23 14:12:12.511,"28970","101","20","45.1","33.8",
04/23/23 14:12:19.497,"28970","101","20","45.1","33.8",
04/23/23 14:12:26.724,"28970","101","20","45.1","33.8",
04/23/23 14:12:33.790,"29070","101","20","45.2","33.8",
04/23/23 14:12:40.846,"29070","101","20","45.2","33.8",
04/23/23 14:12:48.102,"29070","101","20","45.2","33.8",
04/23/23 14:12:54.929,"29070","101","20","45.2","33.9",
04/23/23 14:13:02.125,"29070","101","20","45.2","33.9",
04/23/23 14:13:09.451,"29070","101","20","45.2","33.9",
04/23/23 14:13:16.437,"29070","101","20","45.2","33.9",
04/23/23 14:13:23.673,"29070","101","20","45.3","33.9",
04/23/23 14:13:30.700,"29180","101","20","45.2","33.9",
04/23/23 14:13:37.836,"29180","101","20","45.2","34",
04/23/23 14:13:45.182,"29180","101","20","45.2","34",
04/23/23 14:13:52.538,"29180","101","20","45.2","34",
04/23/23 14:14:00.134,"29180","101","20","45.2","34",
04/23/23 14:14:07.440,"29180","101","20","45.2","34",
04/23/23 14:14:14.697,"29180","101","20","45.2","34",
04/23/23 14:14:21.983,"29180","101","20","45.2","34.1",
04/23/23 14:14:29.229,"29290","101","20","45.2","34.1",
04/23/23 14:14:36.235,"29180","101","20","45.2","34.1",
04/23/23 14:14:43.352,"29290","101","20","45.2","34.1",
04/23/23 14:14:50.538,"29290","101","20","45.2","34.1",
04/23/23 14:14:57.514,"29290","101","20","45.2","34.1",
04/23/23 14:15:04.810,"29290","101","20","45.2","34.1",
04/23/23 14:15:12.046,"29290","101","20","45.3","34.1",
04/23/23 14:15:19.303,"29290","101","20","45.3","34.1",
04/23/23 14:15:26.459,"29290","101","20","45.3","34.1",
04/23/23 14:15:33.415,"29290","101","20","45.3","34.1",
04/23/23 14:15:40.461,"29290","101","20","45.3","34.1",
04/23/23 14:15:47.438,"29290","101","20","45.3","34.1",
04/23/23 14:15:54.714,"29290","101","20","45.3","34.2",
04/23/23 14:16:01.880,"29390","101","19.9","45.3","34.2",
04/23/23 14:16:08.767,"29390","101","20","45.3","34.2",
04/23/23 14:16:16.123,"29390","101","19.9","45.3","34.2",
04/23/23 14:16:23.279,"29390","101","20","45.3","34.2",
04/23/23 14:16:30.415,"29390","101","20","45.3","34.2",
04/23/23 14:16:37.451,"29390","101","20","45.3","34.2",
04/23/23 14:16:44.857,"29500","101","20","45.3","34.3",
04/23/23 14:16:52.164,"29500","101","19.9","45.3","34.3",
04/23/23 14:16:59.380,"29500","101","20","45.3","34.3",
04/23/23 14:17:06.616,"29500","101","20","45.3","34.3",
04/23/23 14:17:13.752,"29500","101","20","45.3","34.3",
04/23/23 14:17:21.068,"29500","101","20","45.3","34.3",
04/23/23 14:17:28.534,"29500","101","20","45.3","34.3",
04/23/23 14:17:35.911,"29500","101","20","45.3","34.3",
04/23/23 14:17:42.937,"29500","101","20","45.3","34.3",
04/23/23 14:17:50.383,"29500","101","20","45.3","34.3",
04/23/23 14:17:57.659,"29500","101","20","45.3","34.3",
04/23/23 14:18:04.885,"29500","101","20","45.3","34.3",
04/23/23 14:18:12.141,"29500","101","20","45.4","34.3",
04/23/23 14:18:19.358,"29500","101","20","45.3","34.3",
04/23/23 14:18:26.514,"29500","101","20","45.4","34.3",
04/23/23 14:18:33.590,"29610","101","20","45.4","34.3",
04/23/23 14:18:40.916,"29610","101","19.9","45.4","34.3",
04/23/23 14:18:47.953,"29610","101","20","45.4","34.4",
04/23/23 14:18:55.169,"29610","101","20","45.4","34.4",
04/23/23 14:19:02.265,"29610","101","20","45.4","34.4",
04/23/23 14:19:09.581,"29610","101","19.9","45.4","34.4",
04/23/23 14:19:16.648,"29610","101","20","45.4","34.4",
04/23/23 14:19:23.724,"29610","101","20","45.4","34.4",
04/23/23 14:19:31.160,"29610","101","19.9","45.4","34.4",
04/23/23 14:19:38.356,"29610","101","20","45.4","34.4",
04/23/23 14:19:45.562,"29610","101","20","45.4","34.4",
04/23/23 14:19:52.838,"29610","101","20","45.4","34.4",
04/23/23 14:19:59.945,"29710","101","19.9","45.4","34.4",
04/23/23 14:20:07.211,"29710","101","20","45.4","34.4",
04/23/23 14:20:14.537,"29710","101","20","45.4","34.4",
04/23/23 14:20:21.593,"29710","101","20","45.4","34.4",
04/23/23 14:20:28.929,"29710","101","20","45.4","34.5",
04/23/23 14:20:36.296,"29710","101","20","45.4","34.5",
04/23/23 14:20:43.502,"29710","101","20","45.4","34.5",
04/23/23 14:20:50.828,"29710","101","20","45.4","34.5",
04/23/23 14:20:58.134,"29710","101","20","45.4","34.5",
04/23/23 14:21:05.460,"29710","101","19.9","45.4","34.5",
04/23/23 14:21:12.576,"29710","101","20","45.4","34.5",
04/23/23 14:21:19.683,"29710","101","20","45.4","34.5",
04/23/23 14:21:26.789,"29710","101","20","45.5","34.5",
04/23/23 14:21:33.875,"29710","101","20","45.5","34.5",
04/23/23 14:21:41.161,"29710","101","20","45.5","34.5",
04/23/23 14:21:48.398,"29710","101","19.9","45.5","34.5",
04/23/23 14:21:55.484,"29820","101","20","45.5","34.6",
04/23/23 14:22:03.000,"29820","101","20","45.5","34.6",
04/23/23 14:22:10.256,"29820","101","20","45.4","34.6",
04/23/23 14:22:17.792,"29820","101","20","45.5","34.6",
04/23/23 14:22:25.008,"29820","101","20","45.4","34.6",
04/23/23 14:22:32.174,"29820","101","20","45.4","34.6",
04/23/23 14:22:39.171,"29820","101","19.9","45.4","34.6",
04/23/23 14:22:46.457,"29820","101","20","45.4","34.6",
04/23/23 14:22:53.903,"29820","101","19.9","45.4","34.6",
04/23/23 14:23:01.609,"29820","101","20","45.4","34.6",
04/23/23 14:23:08.915,"29930","101","19.9","45.4","34.7",
04/23/23 14:23:16.061,"29930","101","20","45.3","34.7",
04/23/23 14:23:23.158,"29930","101","19.9","45.3","34.6",
04/23/23 14:23:30.444,"29930","101","19.9","45.3","34.7",
04/23/23 14:23:37.700,"29930","101","19.9","45.3","34.7",
04/23/23 14:23:45.256,"29930","101","20","45.3","34.7",
04/23/23 14:23:52.442,"29930","101","20","45.3","34.7",
04/23/23 14:23:59.758,"29930","101","19.9","45.3","34.7",
04/23/23 14:24:07.015,"29930","101","19.9","45.3","34.7",
04/23/23 14:24:14.371,"29930","101","20","45.3","34.7",
04/23/23 14:24:21.557,"29930","101","20","45.3","34.7",
04/23/23 14:24:28.533,"29930","101","19.9","45.3","34.7",
04/23/23 14:24:35.659,"30030","101","20","45.3","34.8",
04/23/23 14:24:43.125,"30030","101","20","45.3","34.8",
04/23/23 14:24:50.332,"30030","101","20","45.3","34.8",
04/23/23 14:24:57.408,"30030","101","19.9","45.3","34.8",
04/23/23 14:25:04.764,"30030","101","20","45.2","34.8",
04/23/23 14:25:11.990,"30030","101","20","45.3","34.8",
04/23/23 14:25:19.466,"30030","101","20","45.2","34.8",
04/23/23 14:25:26.772,"30030","101","20","45.2","34.8",
04/23/23 14:25:34.209,"30030","101","20","45.2","34.8",
04/23/23 14:25:41.645,"30030","101","20","45.2","34.8",
04/23/23 14:25:49.151,"30030","101","19.9","45.2","34.8",
04/23/23 14:25:56.747,"30140","101","20","45.2","34.8",
04/23/23 14:26:04.063,"30140","101","20","45.2","34.8",
04/23/23 14:26:11.539,"30030","101","19.9","45.2","34.9",
04/23/23 14:26:18.785,"30140","101","19.9","45.2","34.8",
04/23/23 14:26:26.161,"30140","101","20","45.2","34.9",
04/23/23 14:26:33.557,"30140","101","19.9","45.2","34.9",
04/23/23 14:26:40.883,"30140","101","20","45.2","34.9",
04/23/23 14:26:48.100,"30140","101","19.9","45.2","34.9",
04/23/23 14:26:55.506,"30140","101","19.9","45.2","34.9",
04/23/23 14:27:02.742,"30140","101","19.9","45.3","34.9",
04/23/23 14:27:10.308,"30140","101","20","45.2","34.9",
04/23/23 14:27:17.864,"30140","101","19.9","45.2","34.9",
04/23/23 14:27:25.190,"30140","101","19.9","45.2","34.9",
04/23/23 14:27:32.296,"30140","101","19.9","45.2","34.9",
04/23/23 14:27:39.473,"30140","101","19.9","45.3","34.9",
04/23/23 14:27:46.769,"30140","101","19.9","45.3","34.9",
04/23/23 14:27:54.055,"30140","101","20","45.3","34.9",
04/23/23 14:28:01.511,"30140","101","19.9","45.3","34.9",
04/23/23 14:28:08.737,"30250","101","20","45.3","35",
04/23/23 14:28:16.203,"30250","101","20","45.3","35",
04/23/23 14:28:23.529,"30250","101","19.9","45.4","35",
04/23/23 14:28:30.736,"30250","101","19.9","45.4","35",
04/23/23 14:28:37.972,"30250","101","19.9","45.4","35",
04/23/23 14:28:45.158,"30250","101","20","45.4","34.9",
04/23/23 14:28:52.564,"30140","101","19.9","45.4","35",
04/23/23 14:28:59.920,"30250","101","20","45.4","35",
04/23/23 14:29:07.406,"30250","101","19.9","45.4","35",
04/23/23 14:29:14.642,"30250","101","20","45.4","35",
04/23/23 14:29:22.019,"30250","101","19.9","45.4","35",
04/23/23 14:29:29.195,"30250","101","19.9","45.4","35",
04/23/23 14:29:36.591,"30250","101","20","45.4","35",
04/23/23 14:29:43.867,"30250","101","20","45.4","35",
04/23/23 14:29:51.043,"30250","101","20","45.4","35",
04/23/23 14:29:58.499,"30250","101","19.9","45.4","35",
04/23/23 14:30:06.235,"30250","101","19.9","45.4","35",
04/23/23 14:30:14.671,"30250","101","20","45.3","35",
04/23/23 14:30:22.007,"30250","101","19.9","45.3","35.1",
04/23/23 14:30:29.313,"30250","101","20","45.3","35.1",
04/23/23 14:30:37.149,"30250","101","20","45.3","35.1",
04/23/23 14:30:44.955,"30250","101","19.9","45.3","35.1",
04/23/23 14:30:52.411,"30250","101","19.9","45.3","35.1",
04/23/23 14:30:59.897,"30360","101","19.9","45.3","35.1",
04/23/23 14:31:07.343,"30360","101","19.9","45.3","35.1",
04/23/23 14:31:14.609,"30360","101","19.9","45.3","35.1",
04/23/23 14:31:22.125,"30360","101","19.9","45.3","35.1",
04/23/23 14:31:29.601,"30360","101","19.9","45.4","35.1",
04/23/23 14:31:37.377,"30360","101","19.9","45.3","35.1",
04/23/23 14:31:44.563,"30360","101","19.9","45.3","35.1",
04/23/23 14:31:51.940,"30360","101","19.9","45.3","35.1",
04/23/23 14:31:59.266,"30360","101","20","45.3","35.1",
04/23/23 14:32:06.672,"30360","101","19.8","45.3","35.1",
04/23/23 14:32:13.878,"30360","101","19.9","45.3","35.1",
04/23/23 14:32:21.524,"30360","101","19.9","45.3","35.1",
04/23/23 14:32:28.840,"30360","101","19.9","45.3","35.1",
04/23/23 14:32:36.446,"30360","101","19.9","45.3","35.1",
04/23/23 14:32:43.672,"30360","101","19.9","45.3","35.1",
04/23/23 14:32:50.888,"30360","101","19.9","45.3","35.1",
04/23/23 14:32:58.175,"30360","101","19.9","45.3","35.1",
04/23/23 14:33:05.341,"30360","101","19.9","45.3","35.1",
04/23/23 14:33:12.867,"30360","101","19.9","45.3","35.1",
