XY
	CURVE (PWRDISCHARGE_#1.DTA)
-2.585e-002	9.805e-002
-2.588e-002	9.617e-002
-2.591e-002	9.377e-002
-2.594e-002	9.042e-002
-2.597e-002	8.700e-002
-2.599e-002	8.405e-002
-2.602e-002	8.138e-002
-2.605e-002	7.842e-002
-2.608e-002	7.438e-002
-2.610e-002	6.990e-002
-2.613e-002	6.662e-002
-2.616e-002	6.329e-002
-2.619e-002	6.063e-002
-2.622e-002	5.818e-002
-2.624e-002	5.557e-002
-2.627e-002	5.263e-002
-2.630e-002	5.092e-002
-2.630e-002	5.003e-002
-2.633e-002	5.005e-002
-2.635e-002	5.000e-002
-2.638e-002	5.001e-002
-2.641e-002	4.998e-002
-2.644e-002	4.998e-002
-2.646e-002	4.997e-002
-2.649e-002	4.997e-002
-2.652e-002	4.997e-002
-2.654e-002	4.997e-002
-2.657e-002	4.997e-002
-2.660e-002	4.997e-002
-2.662e-002	4.998e-002
-2.665e-002	4.998e-002
-2.668e-002	4.997e-002
-2.670e-002	4.997e-002
-2.673e-002	4.997e-002
-2.675e-002	4.997e-002
-2.678e-002	4.997e-002
-2.680e-002	4.998e-002
-2.683e-002	4.998e-002
-2.686e-002	4.997e-002
-2.688e-002	4.997e-002
-2.691e-002	4.997e-002
-2.693e-002	4.997e-002
-2.696e-002	4.998e-002
-2.698e-002	4.997e-002
-2.700e-002	4.997e-002
-2.703e-002	4.997e-002
-2.705e-002	4.997e-002
-2.708e-002	4.997e-002
-2.710e-002	4.997e-002
-2.712e-002	4.998e-002
-2.715e-002	4.997e-002
-2.717e-002	4.997e-002
-2.719e-002	4.998e-002
-2.722e-002	4.998e-002
-2.724e-002	4.998e-002
-2.726e-002	4.998e-002
-2.729e-002	4.997e-002
-2.731e-002	4.997e-002
-2.733e-002	4.996e-002
-2.735e-002	4.997e-002
-2.738e-002	4.997e-002
-2.740e-002	4.998e-002
-2.742e-002	4.997e-002
-2.744e-002	4.998e-002
-2.746e-002	4.998e-002
-2.749e-002	4.998e-002
-2.751e-002	4.997e-002
-2.753e-002	4.997e-002
-2.755e-002	4.998e-002
-2.757e-002	4.998e-002
-2.759e-002	4.997e-002
-2.761e-002	4.997e-002
-2.763e-002	4.997e-002
-2.765e-002	4.997e-002
-2.767e-002	4.996e-002
-2.769e-002	4.998e-002
-2.771e-002	4.998e-002
-2.773e-002	4.998e-002
-2.775e-002	4.998e-002
-2.777e-002	4.997e-002
-2.779e-002	4.997e-002
-2.781e-002	4.997e-002
-2.783e-002	4.997e-002
-2.785e-002	4.997e-002
-2.787e-002	4.997e-002
-2.789e-002	4.996e-002
-2.791e-002	4.997e-002
-2.793e-002	4.997e-002
-2.794e-002	4.998e-002
-2.796e-002	4.998e-002
-2.798e-002	4.996e-002
-2.800e-002	4.996e-002
-2.802e-002	4.996e-002
-2.803e-002	4.997e-002
-2.805e-002	4.998e-002
-2.807e-002	4.998e-002
-2.808e-002	4.998e-002
-2.810e-002	4.996e-002
-2.812e-002	4.996e-002
-2.813e-002	4.997e-002
-2.815e-002	4.997e-002
-2.816e-002	4.997e-002
-2.818e-002	4.998e-002
-2.819e-002	4.998e-002
-2.821e-002	4.997e-002
-2.822e-002	4.997e-002
-2.824e-002	4.997e-002
-2.825e-002	4.996e-002
-2.827e-002	4.997e-002
-2.828e-002	4.998e-002
-2.829e-002	4.998e-002
-2.831e-002	4.997e-002
-2.832e-002	4.996e-002
-2.834e-002	4.996e-002
-2.835e-002	4.997e-002
-2.836e-002	4.997e-002
-2.837e-002	4.996e-002
-2.839e-002	4.996e-002
-2.840e-002	4.997e-002
-2.841e-002	4.996e-002
-2.842e-002	4.997e-002
-2.843e-002	4.997e-002
-2.844e-002	4.998e-002
-2.845e-002	4.998e-002
-2.846e-002	4.997e-002
-2.847e-002	4.997e-002
-2.848e-002	4.997e-002
-2.849e-002	4.998e-002
-2.850e-002	4.998e-002
-2.851e-002	4.997e-002
-2.852e-002	4.996e-002
-2.853e-002	4.996e-002
-2.854e-002	4.997e-002
-2.855e-002	4.998e-002
-2.856e-002	4.998e-002
-2.857e-002	4.998e-002
-2.858e-002	4.997e-002
-2.858e-002	4.997e-002
-2.859e-002	4.997e-002
-2.860e-002	4.998e-002
-2.861e-002	4.998e-002
-2.862e-002	4.997e-002
-2.862e-002	4.997e-002
-2.863e-002	4.997e-002
-2.864e-002	4.997e-002
-2.865e-002	4.998e-002
-2.865e-002	4.997e-002
-2.866e-002	4.997e-002
-2.867e-002	4.997e-002
-2.867e-002	4.998e-002
-2.868e-002	4.997e-002
-2.868e-002	4.997e-002
-2.869e-002	4.997e-002
-2.870e-002	4.998e-002
-2.870e-002	4.998e-002
-2.871e-002	4.997e-002
-2.871e-002	4.997e-002
-2.872e-002	4.997e-002
-2.873e-002	4.997e-002
-2.873e-002	4.998e-002
-2.874e-002	4.998e-002
-2.874e-002	4.998e-002
-2.875e-002	4.997e-002
-2.875e-002	4.997e-002
-2.876e-002	4.998e-002
-2.876e-002	4.998e-002
-2.877e-002	4.998e-002
-2.877e-002	4.997e-002
-2.878e-002	4.997e-002
-2.878e-002	4.998e-002
-2.878e-002	4.998e-002
-2.879e-002	4.998e-002
-2.879e-002	4.997e-002
-2.880e-002	4.998e-002
-2.880e-002	4.998e-002
-2.881e-002	4.998e-002
-2.881e-002	4.997e-002
-2.881e-002	4.997e-002
-2.882e-002	4.998e-002
-2.882e-002	4.998e-002
-2.882e-002	4.998e-002
-2.883e-002	4.998e-002
-2.883e-002	4.998e-002
-2.884e-002	4.998e-002
-2.884e-002	4.998e-002
-2.884e-002	4.998e-002
-2.885e-002	4.998e-002
-2.885e-002	4.998e-002
-2.885e-002	4.998e-002
-2.885e-002	4.998e-002
-2.886e-002	4.998e-002
-2.886e-002	4.998e-002
-2.886e-002	4.998e-002
-2.887e-002	4.998e-002
-2.887e-002	4.998e-002
-2.887e-002	4.998e-002
-2.888e-002	4.998e-002
-2.888e-002	4.998e-002
-2.888e-002	4.998e-002
-2.888e-002	4.998e-002
-2.889e-002	4.998e-002
-2.889e-002	4.998e-002
-2.889e-002	4.998e-002
-2.889e-002	4.998e-002
-2.890e-002	4.998e-002
-2.890e-002	4.998e-002
-2.890e-002	4.998e-002
-2.890e-002	4.998e-002
-2.891e-002	4.998e-002
-2.891e-002	4.998e-002
-2.891e-002	4.998e-002
-2.891e-002	4.998e-002
-2.892e-002	4.998e-002
-2.892e-002	4.998e-002
-2.892e-002	4.998e-002
-2.892e-002	4.998e-002
-2.893e-002	4.998e-002
-2.893e-002	4.998e-002
-2.893e-002	4.998e-002
-2.893e-002	4.998e-002
-2.893e-002	4.998e-002
-2.894e-002	4.998e-002
-2.894e-002	4.998e-002
-2.894e-002	4.998e-002
-2.894e-002	4.998e-002
-2.894e-002	4.998e-002
-2.895e-002	4.998e-002
-2.895e-002	4.998e-002
-2.895e-002	4.998e-002
-2.895e-002	4.998e-002
-2.895e-002	4.998e-002
-2.895e-002	4.998e-002
-2.896e-002	4.998e-002
-2.896e-002	4.998e-002
-2.896e-002	4.998e-002
-2.896e-002	4.998e-002
-2.896e-002	4.998e-002
-2.896e-002	4.998e-002
-2.897e-002	4.998e-002
-2.897e-002	4.998e-002
-2.897e-002	4.998e-002
-2.897e-002	4.998e-002
-2.897e-002	4.998e-002
-2.897e-002	4.998e-002
-2.898e-002	4.998e-002
-2.898e-002	4.998e-002
-2.898e-002	4.998e-002
-2.898e-002	4.998e-002
-2.898e-002	4.998e-002
-2.898e-002	4.998e-002
-2.898e-002	4.998e-002
-2.899e-002	4.998e-002
-2.899e-002	4.998e-002
-2.899e-002	4.998e-002
-2.899e-002	4.998e-002
	
