XY
	CURVE1 (new-5mmolar-15btmapaq-CV-co2-100mvps.DTA)[BKS]		CURVE2 (new-5mmolar-15btmapaq-CV-co2-100mvps.DTA)[BKS]
2.670e-001	-6.588e-007		
2.630e-001	-2.220e-007		
2.590e-001	-5.735e-007		
2.551e-001	-5.122e-007		
2.510e-001	-3.044e-007		
2.471e-001	-7.150e-007		
2.431e-001	-2.759e-007		
2.391e-001	-6.330e-007		
2.351e-001	-5.803e-007		
2.310e-001	-3.577e-007		
2.271e-001	-7.714e-007		
2.231e-001	-3.360e-007		
2.191e-001	-6.821e-007		
2.151e-001	-6.229e-007		
2.111e-001	-4.026e-007		
2.071e-001	-8.120e-007		
2.031e-001	-3.731e-007		
1.991e-001	-7.319e-007		
1.951e-001	-6.786e-007		
1.911e-001	-4.453e-007		
1.871e-001	-8.618e-007		
1.831e-001	-4.155e-007		
1.791e-001	-7.720e-007		
1.752e-001	-7.198e-007		
1.711e-001	-4.834e-007		
1.673e-001	-9.012e-007		
1.631e-001	-4.571e-007		
1.591e-001	-8.023e-007		
1.551e-001	-7.395e-007		
1.512e-001	-5.300e-007		
1.471e-001	-9.376e-007		
1.433e-001	-4.833e-007		
1.392e-001	-8.356e-007		
1.352e-001	-7.816e-007		
1.311e-001	-5.437e-007		
1.273e-001	-9.620e-007		
1.232e-001	-5.030e-007		
1.193e-001	-8.586e-007		
1.152e-001	-7.950e-007		
1.112e-001	-5.598e-007		
1.072e-001	-9.854e-007		
1.032e-001	-5.244e-007		
9.920e-002	-8.790e-007		
9.534e-002	-8.130e-007		
9.115e-002	-5.802e-007		
8.725e-002	-1.003e-006		
8.320e-002	-5.397e-007		
7.927e-002	-8.958e-007		
7.522e-002	-8.228e-007		
7.135e-002	-5.826e-007		
6.720e-002	-1.015e-006		
6.328e-002	-5.395e-007		
5.925e-002	-9.048e-007		
5.532e-002	-8.455e-007		
5.125e-002	-5.969e-007		
4.740e-002	-1.016e-006		
4.326e-002	-5.525e-007		
3.943e-002	-9.026e-007		
3.527e-002	-8.413e-007		
3.131e-002	-5.968e-007		
2.725e-002	-1.029e-006		
2.341e-002	-5.501e-007		
1.926e-002	-9.186e-007		
1.544e-002	-8.428e-007		
1.129e-002	-6.031e-007		
7.360e-003	-1.019e-006		
3.263e-003	-5.474e-007		
-6.151e-004	-8.983e-007		
-4.707e-003	-8.329e-007		
-8.591e-003	-5.957e-007		
-1.269e-002	-1.025e-006		
-1.667e-002	-5.448e-007		
-2.070e-002	-8.887e-007		
-2.463e-002	-8.317e-007		
-2.870e-002	-5.806e-007		
-3.262e-002	-1.017e-006		
-3.672e-002	-5.302e-007		
-4.064e-002	-8.972e-007		
-4.469e-002	-8.200e-007		
-4.860e-002	-5.689e-007		
-5.267e-002	-1.004e-006		
-5.656e-002	-5.208e-007		
-6.069e-002	-8.851e-007		
-6.462e-002	-8.143e-007		
-6.866e-002	-5.837e-007		
-7.257e-002	-1.006e-006		
-7.666e-002	-5.256e-007		
-8.054e-002	-8.851e-007		
-8.467e-002	-8.152e-007		
-8.852e-002	-5.818e-007		
-9.263e-002	-1.008e-006		
-9.657e-002	-5.387e-007		
-1.006e-001	-9.111e-007		
-1.045e-001	-8.388e-007		
-1.087e-001	-5.991e-007		
-1.125e-001	-1.037e-006		
-1.166e-001	-5.680e-007		
-1.205e-001	-9.473e-007		
-1.246e-001	-8.821e-007		
-1.285e-001	-6.534e-007		
-1.326e-001	-1.095e-006		
-1.365e-001	-6.360e-007		
-1.406e-001	-1.010e-006		
-1.445e-001	-9.488e-007		
-1.486e-001	-7.405e-007		
-1.525e-001	-1.189e-006		
-1.566e-001	-7.451e-007		
-1.605e-001	-1.131e-006		
-1.646e-001	-1.087e-006		
-1.685e-001	-8.961e-007		
-1.726e-001	-1.347e-006		
-1.765e-001	-9.146e-007		
-1.806e-001	-1.323e-006		
-1.845e-001	-1.297e-006		
-1.886e-001	-1.117e-006		
-1.925e-001	-1.591e-006		
-1.965e-001	-1.193e-006		
-2.005e-001	-1.620e-006		
-2.045e-001	-1.611e-006		
-2.085e-001	-1.458e-006		
-2.125e-001	-1.955e-006		
-2.164e-001	-1.581e-006		
-2.205e-001	-2.028e-006		
-2.245e-001	-2.051e-006		
-2.285e-001	-1.923e-006		
-2.324e-001	-2.456e-006		
-2.365e-001	-2.116e-006		
-2.404e-001	-2.598e-006		
-2.444e-001	-2.662e-006		
-2.484e-001	-2.569e-006		
-2.525e-001	-3.148e-006		
-2.564e-001	-2.850e-006		
-2.604e-001	-3.378e-006		
-2.644e-001	-3.489e-006		
-2.684e-001	-3.460e-006		
-2.724e-001	-4.081e-006		
-2.764e-001	-3.839e-006		
-2.804e-001	-4.431e-006		
-2.844e-001	-4.617e-006		
-2.884e-001	-4.652e-006		
-2.924e-001	-5.358e-006		
-2.964e-001	-5.191e-006		
-3.004e-001	-5.851e-006		
-3.044e-001	-6.107e-006		
-3.084e-001	-6.231e-006		
-3.123e-001	-6.992e-006		
-3.163e-001	-6.903e-006		
-3.203e-001	-7.643e-006		
-3.243e-001	-7.989e-006		
-3.283e-001	-8.156e-006		
-3.323e-001	-8.985e-006		
-3.363e-001	-8.955e-006		
-3.403e-001	-9.742e-006		
-3.443e-001	-1.013e-005		
-3.483e-001	-1.037e-005		
-3.523e-001	-1.125e-005		
-3.563e-001	-1.126e-005		
-3.602e-001	-1.209e-005		
-3.642e-001	-1.251e-005		
-3.682e-001	-1.279e-005		
-3.722e-001	-1.367e-005		
-3.762e-001	-1.371e-005		
-3.802e-001	-1.455e-005		
-3.842e-001	-1.497e-005		
-3.882e-001	-1.524e-005		
-3.922e-001	-1.612e-005		
-3.962e-001	-1.616e-005		
-4.002e-001	-1.697e-005		
-4.041e-001	-1.733e-005		
-4.082e-001	-1.755e-005		
-4.121e-001	-1.836e-005		
-4.161e-001	-1.829e-005		
-4.201e-001	-1.900e-005		
-4.241e-001	-1.926e-005		
-4.281e-001	-1.935e-005		
-4.321e-001	-2.003e-005		
-4.361e-001	-1.984e-005		
-4.401e-001	-2.040e-005		
-4.440e-001	-2.053e-005		
-4.480e-001	-2.045e-005		
-4.520e-001	-2.097e-005		
-4.560e-001	-2.063e-005		
-4.601e-001	-2.105e-005		
-4.640e-001	-2.100e-005		
-4.684e-001	-2.093e-005		
-4.724e-001	-2.132e-005		
-4.764e-001	-2.074e-005		
-4.804e-001	-2.108e-005		
-4.844e-001	-2.084e-005		
-4.883e-001	-2.048e-005		
-4.923e-001	-2.078e-005		
-4.964e-001	-2.011e-005		
-5.003e-001	-2.037e-005		
-5.043e-001	-2.007e-005		
-5.084e-001	-1.971e-005		
-5.123e-001	-2.006e-005		
-5.163e-001	-1.950e-005		
-5.204e-001	-1.991e-005		
-5.243e-001	-1.992e-005		
-5.283e-001	-1.989e-005		
-5.323e-001	-2.073e-005		
-5.363e-001	-2.074e-005		
-5.403e-001	-2.184e-005		
-5.443e-001	-2.267e-005		
-5.483e-001	-2.357e-005		
-5.523e-001	-2.535e-005		
-5.563e-001	-2.643e-005		
-5.603e-001	-2.864e-005		
-5.643e-001	-3.065e-005		
-5.683e-001	-3.270e-005		
-5.723e-001	-3.569e-005		
-5.763e-001	-3.801e-005		
-5.803e-001	-4.140e-005		
-5.843e-001	-4.461e-005		
-5.883e-001	-4.785e-005		
-5.922e-001	-5.206e-005		
-5.962e-001	-5.552e-005		
-6.003e-001	-6.007e-005		
-6.042e-001	-6.442e-005		
-6.082e-001	-6.878e-005		
-6.122e-001	-7.404e-005		
-6.162e-001	-7.862e-005		
-6.202e-001	-8.421e-005		
-6.242e-001	-8.956e-005		
-6.281e-001	-9.495e-005		
-6.321e-001	-1.011e-004		
-6.361e-001	-1.064e-004		
-6.401e-001	-1.127e-004		
-6.441e-001	-1.185e-004		
-6.481e-001	-1.241e-004		
-6.519e-001	-1.302e-004		
-6.561e-001	-1.353e-004		
-6.600e-001	-1.409e-004		
-6.641e-001	-1.458e-004		
-6.680e-001	-1.503e-004		
-6.720e-001	-1.550e-004		
-6.759e-001	-1.583e-004		
-6.800e-001	-1.620e-004		
-6.840e-001	-1.647e-004		
-6.880e-001	-1.668e-004		
-6.919e-001	-1.693e-004		
-6.960e-001	-1.706e-004		
-6.998e-001	-1.716e-004		
-7.040e-001	-1.720e-004		
-7.079e-001	-1.718e-004		
-7.120e-001	-1.715e-004		
-7.159e-001	-1.700e-004		
-7.200e-001	-1.691e-004		
-7.239e-001	-1.677e-004		
-7.280e-001	-1.658e-004		
-7.319e-001	-1.645e-004		
-7.360e-001	-1.622e-004		
-7.399e-001	-1.605e-004		
-7.440e-001	-1.584e-004		
-7.478e-001	-1.561e-004		
-7.520e-001	-1.543e-004		
-7.559e-001	-1.518e-004		
-7.600e-001	-1.500e-004		
-7.639e-001	-1.478e-004		
-7.680e-001	-1.455e-004		
-7.719e-001	-1.438e-004		
-7.760e-001	-1.415e-004		
-7.798e-001	-1.398e-004		
-7.840e-001	-1.379e-004		
-7.879e-001	-1.357e-004		
-7.920e-001	-1.343e-004		
-7.959e-001	-1.322e-004		
-8.000e-001	-1.308e-004		
-8.038e-001	-1.292e-004		
-8.080e-001	-1.273e-004		
-8.119e-001	-1.262e-004		
-8.160e-001	-1.243e-004		
-8.198e-001	-1.232e-004		
-8.239e-001	-1.218e-004		
-8.278e-001	-1.202e-004		
-8.319e-001	-1.192e-004		
-8.359e-001	-1.177e-004		
-8.399e-001	-1.167e-004		
-8.438e-001	-1.154e-004		
-8.479e-001	-1.141e-004		
-8.518e-001	-1.134e-004		
-8.560e-001	-1.119e-004		
-8.598e-001	-1.111e-004		
-8.639e-001	-1.102e-004		
-8.678e-001	-1.090e-004		
-8.719e-001	-1.084e-004		
-8.758e-001	-1.072e-004		
-8.799e-001	-1.065e-004		
-8.838e-001	-1.058e-004		
-8.879e-001	-1.048e-004		
-8.918e-001	-1.041e-004		
-8.959e-001	-1.029e-004		
-8.998e-001	-1.025e-004		
-9.039e-001	-1.023e-004		
-9.078e-001	-1.012e-004		
-9.119e-001	-1.006e-004		
-9.158e-001	-9.928e-005		
-9.199e-001	-9.884e-005		
-9.238e-001	-9.811e-005		
-9.279e-001	-9.723e-005		
-9.318e-001	-9.671e-005		
-9.359e-001	-9.573e-005		
-9.398e-001	-9.536e-005		
-9.439e-001	-9.476e-005		
-9.478e-001	-9.396e-005		
-9.519e-001	-9.370e-005		
-9.558e-001	-9.281e-005		
-9.598e-001	-9.245e-005		
-9.638e-001	-9.192e-005		
-9.678e-001	-9.121e-005		
-9.718e-001	-9.100e-005		
-9.758e-001	-9.017e-005		
-9.798e-001	-8.992e-005		
-9.839e-001	-8.945e-005		
-9.878e-001	-8.871e-005		
-9.918e-001	-8.862e-005		
-9.958e-001	-8.788e-005		
-9.998e-001	-8.766e-005		
-9.958e-001	-8.630e-005		
-9.918e-001	-8.496e-005		
-9.878e-001	-8.435e-005		
-9.839e-001	-8.346e-005		
-9.798e-001	-8.290e-005		
-9.759e-001	-8.201e-005		
-9.718e-001	-8.106e-005		
-9.679e-001	-8.068e-005		
-9.638e-001	-7.981e-005		
-9.598e-001	-7.941e-005		
-9.558e-001	-7.882e-005		
-9.519e-001	-7.805e-005		
-9.478e-001	-7.780e-005		
-9.439e-001	-7.696e-005		
-9.398e-001	-7.664e-005		
-9.359e-001	-7.613e-005		
-9.318e-001	-7.545e-005		
-9.279e-001	-7.525e-005		
-9.238e-001	-7.451e-005		
-9.199e-001	-7.424e-005		
-9.158e-001	-7.379e-005		
-9.119e-001	-7.315e-005		
-9.078e-001	-7.301e-005		
-9.039e-001	-7.232e-005		
-8.998e-001	-7.206e-005		
-8.959e-001	-7.162e-005		
-8.919e-001	-7.107e-005		
-8.879e-001	-7.090e-005		
-8.839e-001	-7.021e-005		
-8.800e-001	-6.999e-005		
-8.758e-001	-6.964e-005		
-8.719e-001	-6.906e-005		
-8.679e-001	-6.891e-005		
-8.640e-001	-6.827e-005		
-8.599e-001	-6.809e-005		
-8.560e-001	-6.767e-005		
-8.519e-001	-6.728e-005		
-8.480e-001	-6.719e-005		
-8.439e-001	-6.645e-005		
-8.400e-001	-6.617e-005		
-8.359e-001	-6.575e-005		
-8.320e-001	-6.521e-005		
-8.279e-001	-6.504e-005		
-8.240e-001	-6.440e-005		
-8.199e-001	-6.414e-005		
-8.161e-001	-6.372e-005		
-8.120e-001	-6.316e-005		
-8.080e-001	-6.295e-005		
-8.039e-001	-6.227e-005		
-8.001e-001	-6.195e-005		
-7.960e-001	-6.150e-005		
-7.921e-001	-6.090e-005		
-7.881e-001	-6.061e-005		
-7.841e-001	-5.988e-005		
-7.799e-001	-5.950e-005		
-7.761e-001	-5.898e-005		
-7.720e-001	-5.826e-005		
-7.681e-001	-5.786e-005		
-7.641e-001	-5.706e-005		
-7.601e-001	-5.654e-005		
-7.561e-001	-5.582e-005		
-7.521e-001	-5.497e-005		
-7.481e-001	-5.441e-005		
-7.441e-001	-5.338e-005		
-7.401e-001	-5.264e-005		
-7.361e-001	-5.175e-005		
-7.321e-001	-5.065e-005		
-7.282e-001	-4.980e-005		
-7.241e-001	-4.855e-005		
-7.202e-001	-4.754e-005		
-7.162e-001	-4.645e-005		
-7.122e-001	-4.514e-005		
-7.081e-001	-4.399e-005		
-7.041e-001	-4.247e-005		
-7.002e-001	-4.118e-005		
-6.962e-001	-3.977e-005		
-6.922e-001	-3.827e-005		
-6.882e-001	-3.697e-005		
-6.842e-001	-3.538e-005		
-6.802e-001	-3.403e-005		
-6.762e-001	-3.260e-005		
-6.722e-001	-3.108e-005		
-6.682e-001	-2.983e-005		
-6.642e-001	-2.833e-005		
-6.602e-001	-2.713e-005		
-6.562e-001	-2.586e-005		
-6.522e-001	-2.454e-005		
-6.482e-001	-2.349e-005		
-6.442e-001	-2.222e-005		
-6.402e-001	-2.122e-005		
-6.358e-001	-1.997e-005		
-6.319e-001	-1.897e-005		
-6.279e-001	-1.808e-005		
-6.240e-001	-1.712e-005		
-6.199e-001	-1.629e-005		
-6.160e-001	-1.546e-005		
-6.120e-001	-1.460e-005		
-6.080e-001	-1.385e-005		
-6.040e-001	-1.305e-005		
-6.001e-001	-1.233e-005		
-5.960e-001	-1.160e-005		
-5.921e-001	-1.087e-005		
-5.881e-001	-1.021e-005		
-5.841e-001	-9.520e-006		
-5.801e-001	-8.894e-006		
-5.761e-001	-8.276e-006		
-5.722e-001	-7.669e-006		
-5.682e-001	-7.136e-006		
-5.642e-001	-6.578e-006		
-5.602e-001	-6.103e-006		
-5.562e-001	-5.628e-006		
-5.522e-001	-5.203e-006		
-5.482e-001	-4.804e-006		
-5.442e-001	-4.420e-006		
-5.402e-001	-4.089e-006		
-5.362e-001	-3.791e-006		
-5.322e-001	-3.504e-006		
-5.282e-001	-3.255e-006		
-5.242e-001	-3.028e-006		
-5.203e-001	-2.807e-006		
-5.162e-001	-2.610e-006		
-5.123e-001	-2.447e-006		
-5.083e-001	-2.282e-006		
-5.043e-001	-2.147e-006		
-5.003e-001	-2.006e-006		
-4.963e-001	-1.858e-006		
-4.923e-001	-1.758e-006		
-4.883e-001	-1.623e-006		
-4.843e-001	-1.520e-006		
-4.803e-001	-1.424e-006		
-4.763e-001	-1.321e-006		
-4.723e-001	-1.245e-006		
-4.683e-001	-1.114e-006		
-4.643e-001	-1.053e-006		
-4.604e-001	-9.506e-007		
-4.563e-001	-8.304e-007		
-4.523e-001	-7.958e-007		
-4.483e-001	-6.545e-007		
-4.443e-001	-5.820e-007		
-4.403e-001	-4.806e-007		
-4.363e-001	-3.500e-007		
-4.324e-001	-3.022e-007		
-4.284e-001	-1.363e-007		
-4.243e-001	-5.863e-008		
-4.204e-001	8.953e-008		
-4.164e-001	2.422e-007		
-4.124e-001	2.680e-007		
-4.084e-001	4.849e-007		
-4.044e-001	5.712e-007		
-4.004e-001	7.144e-007		
-3.964e-001	8.868e-007		
-3.924e-001	9.294e-007		
-3.884e-001	1.165e-006		
-3.844e-001	1.249e-006		
-3.805e-001	1.413e-006		
-3.764e-001	1.576e-006		
-3.724e-001	1.602e-006		
-3.684e-001	1.831e-006		
-3.645e-001	1.884e-006		
-3.604e-001	2.034e-006		
-3.565e-001	2.214e-006		
-3.524e-001	2.191e-006		
-3.485e-001	2.430e-006		
-3.444e-001	2.443e-006		
-3.405e-001	2.569e-006		
-3.364e-001	2.724e-006		
-3.325e-001	2.690e-006		
-3.285e-001	2.920e-006		
-3.245e-001	2.909e-006		
-3.205e-001	3.019e-006		
-3.165e-001	3.163e-006		
-3.125e-001	3.082e-006		
-3.085e-001	3.324e-006		
-3.045e-001	3.332e-006		
-3.005e-001	3.450e-006		
-2.965e-001	3.597e-006		
-2.926e-001	3.505e-006		
-2.885e-001	3.770e-006		
-2.846e-001	3.751e-006		
-2.805e-001	3.907e-006		
-2.766e-001	4.074e-006		
-2.725e-001	3.995e-006		
-2.685e-001	4.260e-006		
-2.645e-001	4.224e-006		
-2.606e-001	4.412e-006		
-2.565e-001	4.603e-006		
-2.526e-001	4.515e-006		
-2.485e-001	4.856e-006		
-2.446e-001	4.832e-006		
-2.405e-001	5.014e-006		
-2.366e-001	5.236e-006		
-2.325e-001	5.168e-006		
-2.286e-001	5.528e-006		
-2.245e-001	5.572e-006		
-2.206e-001	5.807e-006		
-2.165e-001	6.041e-006		
-2.127e-001	6.019e-006		
-2.085e-001	6.434e-006		
-2.047e-001	6.505e-006		
-2.006e-001	6.819e-006		
-1.967e-001	7.118e-006		
-1.926e-001	7.110e-006		
-1.887e-001	7.637e-006		
-1.846e-001	7.738e-006		
-1.807e-001	8.082e-006		
-1.766e-001	8.540e-006		
-1.727e-001	8.598e-006		
-1.687e-001	9.195e-006		
-1.647e-001	9.370e-006		
-1.606e-001	9.851e-006		
-1.567e-001	1.038e-005		
-1.527e-001	1.048e-005		
-1.488e-001	1.124e-005		
-1.447e-001	1.154e-005		
-1.408e-001	1.213e-005		
-1.367e-001	1.281e-005		
-1.328e-001	1.306e-005		
-1.288e-001	1.397e-005		
-1.248e-001	1.443e-005		
-1.208e-001	1.522e-005		
-1.168e-001	1.604e-005		
-1.128e-001	1.651e-005		
-1.089e-001	1.763e-005		
-1.049e-001	1.825e-005		
-1.009e-001	1.919e-005		
-9.692e-002	2.027e-005		
-9.294e-002	2.092e-005		
-8.895e-002	2.233e-005		
-8.496e-002	2.321e-005		
-8.098e-002	2.444e-005		
-7.699e-002	2.578e-005		
-7.303e-002	2.671e-005		
-6.878e-002	2.847e-005		
-6.476e-002	2.966e-005		
-6.081e-002	3.115e-005		
-5.668e-002	3.274e-005		
-5.279e-002	3.401e-005		
-4.877e-002	3.589e-005		
-4.482e-002	3.735e-005		
-4.079e-002	3.910e-005		
-3.686e-002	4.097e-005		
-3.277e-002	4.249e-005		
-2.884e-002	4.463e-005		
-2.484e-002	4.619e-005		
-2.086e-002	4.810e-005		
-1.684e-002	4.997e-005		
-1.285e-002	5.146e-005		
-8.826e-003	5.351e-005		
-4.861e-003	5.503e-005		
-8.430e-004	5.684e-005		
3.112e-003	5.860e-005		
7.140e-003	5.982e-005		
1.111e-002	6.166e-005		
1.521e-002	6.280e-005		
1.909e-002	6.422e-005		
2.315e-002	6.555e-005		
2.707e-002	6.624e-005		
3.110e-002	6.754e-005		
3.508e-002	6.815e-005		
3.921e-002	6.896e-005		
4.306e-002	6.968e-005		
4.711e-002	6.976e-005		
5.107e-002	7.050e-005		
5.506e-002	7.046e-005		
5.906e-002	7.066e-005		
6.308e-002	7.083e-005		
6.700e-002	7.036e-005		
7.106e-002	7.061e-005		
7.504e-002	7.005e-005		
7.902e-002	6.981e-005		
8.302e-002	6.958e-005		
8.704e-002	6.870e-005		
9.099e-002	6.858e-005		
9.506e-002	6.773e-005		
9.901e-002	6.720e-005		
1.030e-001	6.671e-005		
1.070e-001	6.559e-005		
1.110e-001	6.533e-005		
1.150e-001	6.424e-005		
1.190e-001	6.361e-005		
1.230e-001	6.304e-005		
1.270e-001	6.178e-005		
1.310e-001	6.148e-005		
1.350e-001	6.034e-005		
1.390e-001	5.969e-005		
1.430e-001	5.908e-005		
1.470e-001	5.782e-005		
1.510e-001	5.755e-005		
1.550e-001	5.644e-005		
1.590e-001	5.574e-005		
1.630e-001	5.522e-005		
1.670e-001	5.397e-005		
1.710e-001	5.375e-005		
1.750e-001	5.267e-005		
1.790e-001	5.210e-005		
1.830e-001	5.162e-005		
1.870e-001	5.040e-005		
1.910e-001	5.027e-005		
1.949e-001	4.925e-005		
1.990e-001	4.874e-005		
2.030e-001	4.831e-005		
2.069e-001	4.719e-005		
2.109e-001	4.713e-005		
2.149e-001	4.616e-005		
2.189e-001	4.588e-005		
2.229e-001	4.590e-005		
2.269e-001	4.482e-005		
2.309e-001	4.474e-005		
2.349e-001	4.370e-005		
2.389e-001	4.318e-005		
2.429e-001	4.282e-005		
2.469e-001	4.174e-005		
2.509e-001	4.180e-005		
2.549e-001	4.088e-005		
2.589e-001	4.055e-005		
2.629e-001	4.034e-005		
2.669e-001	3.928e-005		
2.709e-001	3.942e-005		
2.749e-001	3.856e-005		
2.789e-001	3.826e-005		
2.829e-001	3.807e-005		
2.869e-001	3.706e-005		
2.909e-001	3.731e-005		
2.949e-001	3.649e-005		
2.989e-001	3.620e-005		
3.029e-001	3.606e-005		
3.069e-001	3.510e-005		
3.109e-001	3.536e-005		
3.149e-001	3.457e-005		
3.189e-001	3.436e-005		
3.229e-001	3.430e-005		
3.269e-001	3.333e-005		
3.309e-001	3.366e-005		
3.349e-001	3.293e-005		
3.389e-001	3.274e-005		
3.429e-001	3.270e-005		
3.469e-001	3.176e-005		
3.509e-001	3.212e-005		
3.549e-001	3.136e-005		
3.588e-001	3.119e-005		
3.628e-001	3.117e-005		
3.668e-001	3.026e-005		
3.708e-001	3.067e-005		
3.748e-001	2.993e-005		
3.788e-001	2.979e-005		
3.828e-001	2.981e-005		
3.868e-001	2.889e-005		
3.908e-001	2.935e-005		
3.948e-001	2.862e-005		
3.988e-001	2.848e-005		
4.028e-001	2.854e-005		
4.068e-001	2.763e-005		
4.108e-001	2.809e-005		
4.148e-001	2.738e-005		
4.188e-001	2.729e-005		
4.228e-001	2.736e-005		
4.268e-001	2.644e-005		
4.308e-001	2.692e-005		
4.348e-001	2.624e-005		
4.388e-001	2.611e-005		
4.428e-001	2.622e-005		
4.468e-001	2.531e-005		
4.508e-001	2.579e-005		
4.548e-001	2.510e-005		
4.588e-001	2.498e-005		
4.627e-001	2.511e-005		
4.668e-001	2.420e-005		
4.708e-001	2.471e-005		
4.747e-001	2.400e-005		
4.788e-001	2.396e-005		
4.828e-001	2.418e-005		
4.867e-001	2.323e-005		
4.907e-001	2.373e-005		
4.947e-001	2.302e-005		
4.988e-001	2.290e-005		
			
