XY
	CURVE (PWRDISCHARGE_#1.DTA)
-1.662e-002	2.150e-001
-1.667e-002	2.137e-001
-1.673e-002	2.128e-001
-1.678e-002	2.122e-001
-1.684e-002	2.113e-001
-1.690e-002	2.105e-001
-1.695e-002	2.088e-001
-1.701e-002	2.069e-001
-1.706e-002	2.061e-001
-1.712e-002	2.044e-001
-1.717e-002	2.024e-001
-1.723e-002	1.998e-001
-1.728e-002	1.977e-001
-1.734e-002	1.978e-001
-1.740e-002	1.971e-001
-1.745e-002	1.964e-001
-1.751e-002	1.966e-001
-1.756e-002	1.978e-001
-1.762e-002	1.990e-001
-1.767e-002	1.982e-001
-1.773e-002	1.978e-001
-1.779e-002	1.963e-001
-1.784e-002	1.950e-001
-1.790e-002	1.951e-001
-1.795e-002	1.949e-001
-1.801e-002	1.931e-001
-1.806e-002	1.921e-001
-1.812e-002	1.916e-001
-1.817e-002	1.916e-001
-1.823e-002	1.906e-001
-1.829e-002	1.883e-001
-1.834e-002	1.858e-001
-1.840e-002	1.841e-001
-1.845e-002	1.834e-001
-1.851e-002	1.815e-001
-1.856e-002	1.804e-001
-1.862e-002	1.791e-001
-1.867e-002	1.789e-001
-1.873e-002	1.797e-001
-1.879e-002	1.793e-001
-1.884e-002	1.777e-001
-1.890e-002	1.764e-001
-1.895e-002	1.758e-001
-1.901e-002	1.742e-001
-1.906e-002	1.729e-001
-1.912e-002	1.722e-001
-1.917e-002	1.709e-001
-1.923e-002	1.695e-001
-1.929e-002	1.678e-001
-1.934e-002	1.659e-001
-1.940e-002	1.646e-001
-1.945e-002	1.629e-001
-1.951e-002	1.612e-001
-1.956e-002	1.607e-001
-1.962e-002	1.589e-001
-1.967e-002	1.558e-001
-1.973e-002	1.559e-001
-1.979e-002	1.568e-001
-1.984e-002	1.570e-001
-1.990e-002	1.564e-001
-1.995e-002	1.563e-001
-2.001e-002	1.559e-001
-2.006e-002	1.538e-001
-2.012e-002	1.518e-001
-2.018e-002	1.494e-001
-2.023e-002	1.474e-001
-2.029e-002	1.457e-001
-2.034e-002	1.461e-001
-2.040e-002	1.459e-001
-2.045e-002	1.454e-001
-2.051e-002	1.442e-001
-2.056e-002	1.421e-001
-2.062e-002	1.407e-001
-2.068e-002	1.386e-001
-2.073e-002	1.350e-001
-2.079e-002	1.322e-001
-2.084e-002	1.298e-001
-2.090e-002	1.279e-001
-2.095e-002	1.259e-001
-2.101e-002	1.244e-001
-2.106e-002	1.213e-001
-2.112e-002	1.180e-001
-2.118e-002	1.162e-001
-2.123e-002	1.174e-001
-2.129e-002	1.152e-001
-2.134e-002	1.142e-001
-2.140e-002	1.116e-001
-2.145e-002	1.103e-001
-2.151e-002	1.079e-001
-2.156e-002	1.070e-001
-2.162e-002	1.058e-001
-2.168e-002	1.052e-001
-2.173e-002	1.057e-001
-2.179e-002	1.030e-001
-2.184e-002	9.863e-002
-2.190e-002	9.693e-002
-2.195e-002	9.725e-002
-2.201e-002	9.929e-002
-2.206e-002	9.905e-002
-2.212e-002	9.688e-002
-2.218e-002	9.812e-002
-2.223e-002	9.391e-002
-2.229e-002	9.101e-002
-2.234e-002	9.059e-002
-2.240e-002	8.729e-002
-2.245e-002	8.458e-002
-2.251e-002	8.122e-002
-2.256e-002	7.792e-002
-2.262e-002	7.259e-002
-2.268e-002	7.169e-002
-2.273e-002	7.156e-002
-2.279e-002	7.207e-002
-2.284e-002	6.998e-002
-2.290e-002	7.006e-002
-2.295e-002	6.873e-002
-2.301e-002	6.593e-002
-2.307e-002	6.378e-002
-2.312e-002	6.176e-002
-2.318e-002	5.863e-002
-2.323e-002	5.526e-002
-2.329e-002	5.206e-002
-2.329e-002	5.018e-002
-2.334e-002	5.028e-002
-2.340e-002	5.069e-002
-2.345e-002	5.000e-002
-2.351e-002	4.993e-002
-2.356e-002	4.993e-002
-2.361e-002	4.996e-002
-2.367e-002	4.992e-002
-2.372e-002	4.997e-002
-2.377e-002	4.993e-002
-2.383e-002	4.993e-002
-2.388e-002	4.990e-002
-2.393e-002	5.000e-002
-2.398e-002	4.995e-002
-2.403e-002	4.994e-002
-2.408e-002	4.994e-002
-2.413e-002	4.996e-002
-2.419e-002	4.994e-002
-2.424e-002	4.996e-002
-2.429e-002	4.996e-002
-2.434e-002	4.996e-002
-2.439e-002	4.991e-002
-2.444e-002	4.999e-002
-2.449e-002	4.993e-002
-2.454e-002	4.994e-002
-2.459e-002	4.996e-002
-2.464e-002	4.993e-002
-2.469e-002	4.995e-002
-2.474e-002	4.996e-002
-2.479e-002	4.991e-002
-2.484e-002	4.994e-002
-2.488e-002	4.994e-002
-2.493e-002	4.990e-002
-2.498e-002	4.994e-002
-2.502e-002	4.998e-002
-2.507e-002	4.994e-002
-2.512e-002	4.990e-002
-2.516e-002	4.994e-002
-2.521e-002	4.993e-002
-2.525e-002	4.993e-002
-2.529e-002	4.993e-002
-2.534e-002	4.992e-002
-2.538e-002	4.995e-002
-2.542e-002	4.998e-002
-2.546e-002	4.993e-002
-2.551e-002	4.996e-002
-2.555e-002	4.997e-002
-2.559e-002	4.994e-002
-2.563e-002	4.997e-002
-2.568e-002	4.994e-002
-2.572e-002	4.991e-002
-2.576e-002	4.996e-002
-2.580e-002	4.996e-002
-2.584e-002	4.996e-002
-2.588e-002	4.993e-002
-2.592e-002	4.996e-002
-2.596e-002	4.994e-002
-2.600e-002	4.997e-002
-2.604e-002	4.992e-002
-2.608e-002	4.995e-002
-2.612e-002	4.993e-002
-2.616e-002	4.994e-002
-2.620e-002	4.992e-002
-2.624e-002	4.996e-002
-2.628e-002	4.996e-002
-2.631e-002	4.996e-002
-2.635e-002	4.996e-002
-2.639e-002	4.995e-002
-2.643e-002	4.994e-002
-2.647e-002	4.993e-002
-2.650e-002	4.992e-002
-2.654e-002	4.995e-002
-2.658e-002	4.995e-002
-2.661e-002	4.995e-002
-2.665e-002	4.993e-002
-2.668e-002	4.993e-002
-2.672e-002	4.994e-002
-2.675e-002	4.995e-002
-2.678e-002	4.992e-002
-2.682e-002	4.993e-002
-2.685e-002	4.994e-002
-2.688e-002	4.994e-002
-2.691e-002	4.993e-002
-2.695e-002	4.993e-002
-2.698e-002	4.995e-002
-2.701e-002	4.993e-002
-2.704e-002	4.992e-002
-2.707e-002	4.994e-002
-2.710e-002	4.995e-002
-2.713e-002	4.995e-002
-2.715e-002	4.995e-002
-2.718e-002	4.996e-002
-2.721e-002	4.996e-002
-2.724e-002	4.994e-002
-2.727e-002	4.996e-002
-2.730e-002	4.995e-002
-2.733e-002	4.996e-002
-2.736e-002	4.995e-002
-2.739e-002	4.995e-002
-2.741e-002	4.995e-002
-2.744e-002	4.995e-002
-2.747e-002	4.995e-002
-2.750e-002	4.994e-002
-2.753e-002	4.994e-002
-2.755e-002	4.995e-002
-2.758e-002	4.993e-002
-2.761e-002	4.994e-002
-2.763e-002	4.993e-002
-2.766e-002	4.993e-002
-2.768e-002	4.994e-002
-2.771e-002	4.993e-002
-2.773e-002	4.991e-002
-2.775e-002	4.995e-002
-2.777e-002	4.995e-002
-2.780e-002	4.996e-002
-2.782e-002	4.995e-002
-2.784e-002	4.996e-002
-2.787e-002	4.995e-002
-2.789e-002	4.993e-002
-2.791e-002	4.994e-002
-2.793e-002	4.991e-002
-2.795e-002	4.994e-002
-2.797e-002	4.994e-002
-2.799e-002	4.995e-002
-2.801e-002	4.994e-002
-2.803e-002	4.992e-002
-2.805e-002	4.994e-002
-2.807e-002	4.995e-002
-2.808e-002	4.996e-002
-2.810e-002	4.994e-002
-2.812e-002	4.993e-002
-2.814e-002	4.994e-002
-2.815e-002	4.994e-002
-2.817e-002	4.995e-002
-2.819e-002	4.995e-002
-2.820e-002	4.994e-002
-2.822e-002	4.993e-002
-2.823e-002	4.995e-002
-2.825e-002	4.994e-002
-2.826e-002	4.994e-002
-2.828e-002	4.994e-002
-2.829e-002	4.994e-002
-2.830e-002	4.994e-002
-2.832e-002	4.996e-002
-2.833e-002	4.995e-002
-2.834e-002	4.995e-002
-2.836e-002	4.994e-002
-2.837e-002	4.995e-002
-2.838e-002	4.995e-002
-2.839e-002	4.995e-002
-2.841e-002	4.994e-002
-2.842e-002	4.993e-002
-2.843e-002	4.994e-002
-2.844e-002	4.994e-002
-2.845e-002	4.994e-002
-2.846e-002	4.995e-002
-2.847e-002	4.995e-002
-2.848e-002	4.996e-002
-2.849e-002	4.996e-002
-2.850e-002	4.994e-002
-2.851e-002	4.994e-002
-2.852e-002	4.995e-002
-2.853e-002	4.995e-002
-2.854e-002	4.995e-002
-2.855e-002	4.994e-002
-2.856e-002	4.994e-002
-2.856e-002	4.995e-002
-2.857e-002	4.994e-002
-2.858e-002	4.994e-002
-2.859e-002	4.995e-002
-2.860e-002	4.994e-002
-2.860e-002	4.995e-002
-2.861e-002	4.996e-002
-2.862e-002	4.994e-002
-2.863e-002	4.995e-002
-2.863e-002	4.995e-002
-2.864e-002	4.996e-002
-2.865e-002	4.996e-002
-2.865e-002	4.995e-002
-2.866e-002	4.994e-002
-2.866e-002	4.994e-002
-2.867e-002	4.995e-002
-2.868e-002	4.996e-002
-2.868e-002	4.995e-002
-2.869e-002	4.995e-002
-2.869e-002	4.995e-002
-2.870e-002	4.995e-002
-2.870e-002	4.995e-002
-2.871e-002	4.996e-002
-2.871e-002	4.995e-002
-2.872e-002	4.995e-002
-2.872e-002	4.995e-002
-2.873e-002	4.995e-002
-2.873e-002	4.995e-002
-2.874e-002	4.995e-002
-2.874e-002	4.995e-002
-2.875e-002	4.996e-002
-2.875e-002	4.996e-002
-2.876e-002	4.996e-002
-2.876e-002	4.995e-002
-2.876e-002	4.995e-002
-2.877e-002	4.995e-002
-2.877e-002	4.995e-002
-2.878e-002	4.995e-002
-2.878e-002	4.996e-002
-2.878e-002	4.995e-002
-2.879e-002	4.995e-002
-2.879e-002	4.995e-002
-2.879e-002	4.995e-002
-2.880e-002	4.995e-002
-2.880e-002	4.995e-002
-2.880e-002	4.996e-002
-2.881e-002	4.996e-002
-2.881e-002	4.995e-002
-2.881e-002	4.995e-002
-2.882e-002	4.995e-002
-2.882e-002	4.995e-002
-2.882e-002	4.995e-002
-2.883e-002	4.995e-002
-2.883e-002	4.995e-002
-2.883e-002	4.995e-002
-2.884e-002	4.996e-002
-2.884e-002	4.996e-002
-2.884e-002	4.996e-002
-2.884e-002	4.996e-002
-2.885e-002	4.995e-002
-2.885e-002	4.996e-002
-2.885e-002	4.995e-002
-2.885e-002	4.995e-002
-2.886e-002	4.995e-002
-2.886e-002	4.995e-002
-2.886e-002	4.995e-002
-2.886e-002	4.995e-002
-2.887e-002	4.995e-002
-2.887e-002	4.996e-002
-2.887e-002	4.995e-002
-2.887e-002	4.995e-002
-2.887e-002	4.996e-002
-2.888e-002	4.996e-002
-2.888e-002	4.996e-002
-2.888e-002	4.996e-002
-2.888e-002	4.996e-002
-2.889e-002	4.996e-002
-2.889e-002	4.996e-002
-2.889e-002	4.995e-002
-2.889e-002	4.996e-002
-2.889e-002	4.996e-002
-2.890e-002	4.996e-002
-2.890e-002	4.995e-002
-2.890e-002	4.996e-002
-2.890e-002	4.995e-002
-2.890e-002	4.996e-002
-2.890e-002	4.996e-002
-2.891e-002	4.996e-002
-2.891e-002	4.996e-002
-2.891e-002	4.996e-002
-2.891e-002	4.996e-002
-2.891e-002	4.996e-002
-2.891e-002	4.996e-002
-2.892e-002	4.996e-002
-2.892e-002	4.996e-002
-2.892e-002	4.996e-002
-2.892e-002	4.996e-002
-2.892e-002	4.996e-002
-2.892e-002	4.996e-002
-2.893e-002	4.996e-002
-2.893e-002	4.996e-002
-2.893e-002	4.996e-002
-2.893e-002	4.996e-002
-2.893e-002	4.996e-002
-2.893e-002	4.996e-002
-2.893e-002	4.996e-002
-2.893e-002	4.996e-002
	
