XY
	CURVE (PWRDISCHARGE_#1.DTA)
-2.773e-002	4.991e-002
-2.775e-002	4.991e-002
-2.777e-002	4.993e-002
-2.778e-002	4.991e-002
-2.780e-002	4.992e-002
-2.782e-002	4.992e-002
-2.783e-002	4.993e-002
-2.785e-002	4.992e-002
-2.786e-002	4.992e-002
-2.788e-002	4.991e-002
-2.789e-002	4.990e-002
-2.791e-002	4.989e-002
-2.792e-002	4.994e-002
-2.794e-002	4.993e-002
-2.795e-002	4.992e-002
-2.797e-002	4.992e-002
-2.798e-002	4.991e-002
-2.800e-002	4.992e-002
-2.801e-002	4.992e-002
-2.802e-002	4.991e-002
-2.804e-002	4.991e-002
-2.805e-002	4.992e-002
-2.806e-002	4.992e-002
-2.808e-002	4.991e-002
-2.809e-002	4.993e-002
-2.810e-002	4.992e-002
-2.812e-002	4.992e-002
-2.813e-002	4.993e-002
-2.814e-002	4.992e-002
-2.815e-002	4.992e-002
-2.816e-002	4.992e-002
-2.818e-002	4.992e-002
-2.819e-002	4.992e-002
-2.820e-002	4.992e-002
-2.821e-002	4.993e-002
-2.822e-002	4.993e-002
-2.823e-002	4.992e-002
-2.824e-002	4.992e-002
-2.825e-002	4.992e-002
-2.826e-002	4.992e-002
-2.828e-002	4.992e-002
-2.829e-002	4.993e-002
-2.830e-002	4.992e-002
-2.831e-002	4.992e-002
-2.832e-002	4.992e-002
-2.833e-002	4.992e-002
-2.834e-002	4.993e-002
-2.835e-002	4.993e-002
-2.836e-002	4.993e-002
-2.837e-002	4.992e-002
-2.837e-002	4.992e-002
-2.838e-002	4.992e-002
-2.839e-002	4.993e-002
-2.840e-002	4.993e-002
-2.841e-002	4.993e-002
-2.842e-002	4.993e-002
-2.843e-002	4.992e-002
-2.844e-002	4.992e-002
-2.845e-002	4.992e-002
-2.845e-002	4.992e-002
-2.846e-002	4.993e-002
-2.847e-002	4.993e-002
-2.848e-002	4.993e-002
-2.849e-002	4.992e-002
-2.850e-002	4.993e-002
-2.850e-002	4.992e-002
-2.851e-002	4.993e-002
-2.852e-002	4.993e-002
-2.853e-002	4.993e-002
-2.853e-002	4.992e-002
-2.854e-002	4.993e-002
-2.855e-002	4.993e-002
-2.856e-002	4.993e-002
-2.856e-002	4.993e-002
-2.857e-002	4.993e-002
-2.858e-002	4.993e-002
-2.859e-002	4.992e-002
-2.859e-002	4.993e-002
-2.860e-002	4.993e-002
-2.861e-002	4.993e-002
-2.861e-002	4.993e-002
-2.862e-002	4.993e-002
-2.863e-002	4.993e-002
-2.863e-002	4.993e-002
-2.864e-002	4.993e-002
-2.865e-002	4.993e-002
-2.865e-002	4.993e-002
-2.866e-002	4.993e-002
-2.866e-002	4.993e-002
-2.867e-002	4.993e-002
-2.868e-002	4.993e-002
-2.868e-002	4.993e-002
-2.869e-002	4.993e-002
-2.869e-002	4.993e-002
-2.870e-002	4.993e-002
-2.871e-002	4.994e-002
-2.871e-002	4.993e-002
-2.872e-002	4.993e-002
-2.872e-002	4.993e-002
-2.873e-002	4.993e-002
-2.873e-002	4.993e-002
-2.874e-002	4.993e-002
-2.874e-002	4.993e-002
-2.875e-002	4.993e-002
-2.875e-002	4.993e-002
-2.876e-002	4.993e-002
-2.877e-002	4.993e-002
-2.877e-002	4.993e-002
-2.878e-002	4.993e-002
-2.878e-002	4.993e-002
-2.879e-002	4.993e-002
-2.879e-002	4.992e-002
-2.880e-002	4.994e-002
-2.880e-002	4.993e-002
-2.881e-002	4.993e-002
-2.881e-002	4.994e-002
-2.881e-002	4.993e-002
-2.882e-002	4.993e-002
-2.882e-002	4.993e-002
-2.883e-002	4.993e-002
-2.883e-002	4.993e-002
-2.884e-002	4.993e-002
-2.884e-002	4.993e-002
-2.885e-002	4.993e-002
-2.885e-002	4.993e-002
-2.886e-002	4.993e-002
-2.886e-002	4.993e-002
-2.886e-002	4.993e-002
-2.887e-002	4.993e-002
-2.887e-002	4.993e-002
-2.888e-002	4.994e-002
-2.888e-002	4.994e-002
-2.889e-002	4.993e-002
-2.889e-002	4.993e-002
-2.889e-002	4.993e-002
-2.890e-002	4.993e-002
-2.890e-002	4.993e-002
-2.891e-002	4.994e-002
-2.891e-002	4.993e-002
-2.892e-002	4.993e-002
-2.892e-002	4.993e-002
-2.892e-002	4.993e-002
-2.893e-002	4.993e-002
-2.893e-002	4.993e-002
-2.894e-002	4.993e-002
-2.894e-002	4.994e-002
-2.894e-002	4.994e-002
-2.895e-002	4.993e-002
-2.895e-002	4.993e-002
-2.895e-002	4.993e-002
-2.896e-002	4.993e-002
-2.896e-002	4.993e-002
-2.897e-002	4.993e-002
-2.897e-002	4.993e-002
-2.897e-002	4.993e-002
-2.898e-002	4.993e-002
-2.898e-002	4.993e-002
-2.898e-002	4.993e-002
-2.899e-002	4.993e-002
-2.899e-002	4.993e-002
-2.899e-002	4.993e-002
-2.900e-002	4.993e-002
-2.900e-002	4.993e-002
-2.900e-002	4.993e-002
-2.901e-002	4.993e-002
-2.901e-002	4.993e-002
-2.901e-002	4.994e-002
-2.902e-002	4.993e-002
-2.902e-002	4.993e-002
-2.902e-002	4.993e-002
-2.903e-002	4.993e-002
-2.903e-002	4.993e-002
-2.903e-002	4.993e-002
-2.903e-002	4.994e-002
-2.904e-002	4.993e-002
-2.904e-002	4.994e-002
-2.904e-002	4.993e-002
-2.905e-002	4.993e-002
-2.905e-002	4.993e-002
-2.905e-002	4.993e-002
-2.906e-002	4.994e-002
-2.906e-002	4.993e-002
-2.906e-002	4.993e-002
-2.906e-002	4.994e-002
-2.907e-002	4.993e-002
-2.907e-002	4.993e-002
-2.907e-002	4.994e-002
-2.907e-002	4.993e-002
-2.908e-002	4.993e-002
-2.908e-002	4.994e-002
-2.908e-002	4.993e-002
-2.909e-002	4.994e-002
-2.909e-002	4.994e-002
-2.909e-002	4.993e-002
-2.909e-002	4.993e-002
-2.910e-002	4.993e-002
-2.910e-002	4.993e-002
-2.910e-002	4.993e-002
-2.910e-002	4.994e-002
-2.911e-002	4.993e-002
-2.911e-002	4.994e-002
-2.911e-002	4.993e-002
-2.911e-002	4.993e-002
-2.912e-002	4.993e-002
-2.912e-002	4.994e-002
-2.912e-002	4.993e-002
-2.912e-002	4.993e-002
-2.913e-002	4.994e-002
-2.913e-002	4.993e-002
-2.913e-002	4.993e-002
-2.913e-002	4.993e-002
-2.914e-002	4.993e-002
-2.914e-002	4.993e-002
-2.914e-002	4.993e-002
-2.914e-002	4.993e-002
-2.914e-002	4.994e-002
-2.915e-002	4.993e-002
-2.915e-002	4.994e-002
-2.915e-002	4.993e-002
-2.915e-002	4.993e-002
-2.916e-002	4.993e-002
-2.916e-002	4.994e-002
-2.916e-002	4.993e-002
-2.916e-002	4.993e-002
-2.916e-002	4.994e-002
-2.917e-002	4.994e-002
-2.917e-002	4.994e-002
-2.917e-002	4.993e-002
-2.917e-002	4.993e-002
-2.917e-002	4.994e-002
-2.918e-002	4.994e-002
-2.918e-002	4.993e-002
-2.918e-002	4.993e-002
-2.918e-002	4.993e-002
-2.918e-002	4.994e-002
-2.919e-002	4.994e-002
-2.919e-002	4.994e-002
-2.919e-002	4.994e-002
-2.919e-002	4.993e-002
-2.919e-002	4.993e-002
-2.920e-002	4.994e-002
-2.920e-002	4.994e-002
-2.920e-002	4.994e-002
-2.920e-002	4.993e-002
-2.920e-002	4.994e-002
-2.921e-002	4.994e-002
-2.921e-002	4.993e-002
-2.921e-002	4.994e-002
-2.921e-002	4.993e-002
-2.921e-002	4.994e-002
-2.922e-002	4.993e-002
-2.922e-002	4.993e-002
-2.922e-002	4.994e-002
-2.922e-002	4.993e-002
-2.922e-002	4.994e-002
-2.923e-002	4.993e-002
-2.923e-002	4.994e-002
-2.923e-002	4.993e-002
-2.923e-002	4.994e-002
-2.923e-002	4.993e-002
-2.923e-002	4.994e-002
-2.924e-002	4.993e-002
-2.924e-002	4.994e-002
-2.924e-002	4.994e-002
-2.924e-002	4.994e-002
-2.924e-002	4.994e-002
-2.924e-002	4.994e-002
-2.925e-002	4.994e-002
-2.925e-002	4.994e-002
-2.925e-002	4.994e-002
-2.925e-002	4.994e-002
-2.925e-002	4.994e-002
-2.926e-002	4.994e-002
-2.926e-002	4.994e-002
-2.926e-002	4.993e-002
-2.926e-002	4.993e-002
-2.926e-002	4.993e-002
-2.926e-002	4.994e-002
-2.927e-002	4.994e-002
-2.927e-002	4.994e-002
-2.927e-002	4.994e-002
-2.927e-002	4.994e-002
-2.927e-002	4.994e-002
-2.927e-002	4.993e-002
-2.928e-002	4.993e-002
-2.928e-002	4.994e-002
-2.928e-002	4.994e-002
-2.928e-002	4.994e-002
-2.928e-002	4.994e-002
-2.928e-002	4.994e-002
-2.929e-002	4.994e-002
-2.929e-002	4.994e-002
-2.929e-002	4.994e-002
-2.929e-002	4.994e-002
-2.929e-002	4.994e-002
-2.929e-002	4.994e-002
-2.930e-002	4.994e-002
-2.930e-002	4.994e-002
-2.930e-002	4.994e-002
-2.930e-002	4.994e-002
-2.930e-002	4.993e-002
-2.930e-002	4.993e-002
-2.930e-002	4.994e-002
-2.931e-002	4.994e-002
-2.931e-002	4.993e-002
-2.931e-002	4.994e-002
-2.931e-002	4.994e-002
-2.931e-002	4.994e-002
-2.931e-002	4.994e-002
-2.932e-002	4.993e-002
-2.932e-002	4.993e-002
-2.932e-002	4.993e-002
-2.932e-002	4.994e-002
-2.932e-002	4.994e-002
-2.932e-002	4.994e-002
-2.933e-002	4.994e-002
-2.933e-002	4.994e-002
-2.933e-002	4.994e-002
-2.933e-002	4.994e-002
-2.933e-002	4.994e-002
-2.933e-002	4.993e-002
-2.933e-002	4.994e-002
-2.934e-002	4.994e-002
-2.934e-002	4.993e-002
-2.934e-002	4.993e-002
-2.934e-002	4.994e-002
-2.934e-002	4.994e-002
-2.934e-002	4.993e-002
-2.934e-002	4.994e-002
-2.935e-002	4.994e-002
-2.935e-002	4.994e-002
-2.935e-002	4.994e-002
-2.935e-002	4.994e-002
-2.935e-002	4.994e-002
-2.935e-002	4.994e-002
-2.935e-002	4.994e-002
-2.936e-002	4.994e-002
-2.936e-002	4.994e-002
-2.936e-002	4.994e-002
-2.936e-002	4.993e-002
-2.936e-002	4.993e-002
	
