XY
	CURVE (PWRDISCHARGE_#1.DTA)
-7.855e-003	1.909e-001
-7.939e-003	1.903e-001
-8.023e-003	1.893e-001
-8.106e-003	1.877e-001
-8.190e-003	1.847e-001
-8.273e-003	1.827e-001
-8.357e-003	1.800e-001
-8.440e-003	1.788e-001
-8.524e-003	1.790e-001
-8.608e-003	1.786e-001
-8.691e-003	1.772e-001
-8.775e-003	1.756e-001
-8.858e-003	1.741e-001
-8.942e-003	1.711e-001
-9.025e-003	1.698e-001
-9.109e-003	1.701e-001
-9.193e-003	1.697e-001
-9.276e-003	1.687e-001
-9.360e-003	1.675e-001
-9.443e-003	1.660e-001
-9.527e-003	1.641e-001
-9.610e-003	1.614e-001
-9.694e-003	1.593e-001
-9.778e-003	1.559e-001
-9.861e-003	1.540e-001
-9.945e-003	1.539e-001
-1.003e-002	1.538e-001
-1.011e-002	1.518e-001
-1.020e-002	1.503e-001
-1.028e-002	1.457e-001
-1.036e-002	1.392e-001
-1.045e-002	1.379e-001
-1.053e-002	1.371e-001
-1.061e-002	1.370e-001
-1.070e-002	1.361e-001
-1.078e-002	1.347e-001
-1.086e-002	1.326e-001
-1.095e-002	1.299e-001
-1.103e-002	1.250e-001
-1.111e-002	1.169e-001
-1.120e-002	1.169e-001
-1.128e-002	1.180e-001
-1.137e-002	1.184e-001
-1.145e-002	1.180e-001
-1.153e-002	1.124e-001
-1.162e-002	1.030e-001
-1.170e-002	9.574e-002
-1.178e-002	9.104e-002
-1.187e-002	8.839e-002
-1.195e-002	9.042e-002
-1.203e-002	9.055e-002
-1.212e-002	9.259e-002
-1.220e-002	8.975e-002
-1.228e-002	8.352e-002
-1.237e-002	8.044e-002
-1.245e-002	7.591e-002
-1.254e-002	6.704e-002
-1.261e-002	5.769e-002
-1.262e-002	5.002e-002
-1.270e-002	5.001e-002
-1.278e-002	5.015e-002
-1.287e-002	5.112e-002
-1.295e-002	5.053e-002
-1.303e-002	5.012e-002
-1.312e-002	5.056e-002
-1.320e-002	5.030e-002
-1.328e-002	4.992e-002
-1.336e-002	4.991e-002
-1.343e-002	4.990e-002
-1.351e-002	5.004e-002
-1.359e-002	5.006e-002
-1.367e-002	4.998e-002
-1.375e-002	4.996e-002
-1.382e-002	5.000e-002
-1.390e-002	4.996e-002
-1.398e-002	4.997e-002
-1.406e-002	4.998e-002
-1.413e-002	4.996e-002
-1.421e-002	5.008e-002
-1.429e-002	4.995e-002
-1.436e-002	4.997e-002
-1.444e-002	5.000e-002
-1.452e-002	4.996e-002
-1.459e-002	4.996e-002
-1.467e-002	4.993e-002
-1.474e-002	4.987e-002
-1.481e-002	4.999e-002
-1.488e-002	5.006e-002
-1.495e-002	4.995e-002
-1.502e-002	5.008e-002
-1.510e-002	4.993e-002
-1.517e-002	5.003e-002
-1.524e-002	5.001e-002
-1.532e-002	4.989e-002
-1.538e-002	4.991e-002
-1.545e-002	4.998e-002
-1.552e-002	4.993e-002
-1.559e-002	5.006e-002
-1.566e-002	4.997e-002
-1.573e-002	5.001e-002
-1.580e-002	5.002e-002
-1.587e-002	4.996e-002
-1.593e-002	4.996e-002
-1.600e-002	4.995e-002
-1.607e-002	4.992e-002
-1.613e-002	5.002e-002
-1.620e-002	5.002e-002
-1.627e-002	5.004e-002
-1.634e-002	4.993e-002
-1.640e-002	5.001e-002
-1.647e-002	5.003e-002
-1.654e-002	4.998e-002
-1.661e-002	5.001e-002
-1.668e-002	4.996e-002
-1.674e-002	4.991e-002
-1.681e-002	4.996e-002
-1.688e-002	5.008e-002
-1.694e-002	4.994e-002
-1.701e-002	5.003e-002
-1.708e-002	4.995e-002
-1.714e-002	4.990e-002
-1.721e-002	5.002e-002
-1.727e-002	4.998e-002
-1.734e-002	5.000e-002
-1.740e-002	4.991e-002
-1.746e-002	4.999e-002
-1.752e-002	5.003e-002
-1.759e-002	5.001e-002
-1.765e-002	5.002e-002
-1.772e-002	4.994e-002
-1.778e-002	4.996e-002
-1.784e-002	5.000e-002
-1.791e-002	5.003e-002
-1.797e-002	4.993e-002
-1.803e-002	5.002e-002
-1.810e-002	4.998e-002
-1.816e-002	4.990e-002
-1.822e-002	4.987e-002
-1.828e-002	4.997e-002
-1.834e-002	5.000e-002
-1.839e-002	4.991e-002
-1.845e-002	4.997e-002
-1.850e-002	5.003e-002
-1.856e-002	5.009e-002
-1.862e-002	4.991e-002
-1.868e-002	4.998e-002
-1.873e-002	5.001e-002
-1.879e-002	4.989e-002
-1.885e-002	5.006e-002
-1.890e-002	5.006e-002
-1.896e-002	4.995e-002
-1.902e-002	4.998e-002
-1.908e-002	5.003e-002
-1.913e-002	4.998e-002
-1.919e-002	4.997e-002
-1.925e-002	4.990e-002
-1.930e-002	4.999e-002
-1.935e-002	4.995e-002
-1.941e-002	5.007e-002
-1.946e-002	4.996e-002
-1.952e-002	5.002e-002
-1.958e-002	5.001e-002
-1.963e-002	4.995e-002
-1.969e-002	5.001e-002
-1.974e-002	5.000e-002
-1.980e-002	5.000e-002
-1.986e-002	4.994e-002
-1.991e-002	4.986e-002
-1.996e-002	4.994e-002
-2.001e-002	5.007e-002
-2.006e-002	5.002e-002
-2.012e-002	5.000e-002
-2.017e-002	4.998e-002
-2.023e-002	4.999e-002
-2.028e-002	5.002e-002
-2.033e-002	4.998e-002
-2.039e-002	4.996e-002
-2.044e-002	4.997e-002
-2.049e-002	5.002e-002
-2.055e-002	5.000e-002
-2.060e-002	4.999e-002
-2.065e-002	5.000e-002
-2.071e-002	4.997e-002
-2.076e-002	4.998e-002
-2.081e-002	5.002e-002
-2.087e-002	4.997e-002
-2.092e-002	4.984e-002
-2.097e-002	4.995e-002
-2.102e-002	4.996e-002
-2.106e-002	4.997e-002
-2.111e-002	4.999e-002
-2.116e-002	5.010e-002
-2.121e-002	4.996e-002
-2.126e-002	5.001e-002
-2.131e-002	5.003e-002
-2.136e-002	4.996e-002
-2.141e-002	4.998e-002
-2.146e-002	5.002e-002
-2.151e-002	5.001e-002
-2.156e-002	4.991e-002
-2.161e-002	4.995e-002
-2.165e-002	4.998e-002
-2.170e-002	4.996e-002
-2.175e-002	4.998e-002
-2.179e-002	4.997e-002
-2.184e-002	5.003e-002
-2.189e-002	5.004e-002
-2.194e-002	4.997e-002
-2.199e-002	5.004e-002
-2.204e-002	4.995e-002
-2.208e-002	4.997e-002
-2.213e-002	5.001e-002
-2.218e-002	4.991e-002
-2.223e-002	4.996e-002
-2.227e-002	4.996e-002
-2.231e-002	5.003e-002
-2.236e-002	5.000e-002
-2.241e-002	4.993e-002
-2.245e-002	5.002e-002
-2.250e-002	4.997e-002
-2.254e-002	4.995e-002
-2.258e-002	4.999e-002
-2.263e-002	5.001e-002
-2.267e-002	4.993e-002
-2.271e-002	4.990e-002
-2.275e-002	5.003e-002
-2.279e-002	5.010e-002
-2.284e-002	4.999e-002
-2.288e-002	4.997e-002
-2.292e-002	5.001e-002
-2.297e-002	4.996e-002
-2.301e-002	5.002e-002
-2.305e-002	5.003e-002
-2.310e-002	4.998e-002
-2.314e-002	4.996e-002
-2.319e-002	4.995e-002
-2.323e-002	5.000e-002
-2.327e-002	4.997e-002
-2.332e-002	4.999e-002
-2.336e-002	4.997e-002
-2.340e-002	5.002e-002
-2.344e-002	4.998e-002
-2.349e-002	4.996e-002
-2.353e-002	4.996e-002
-2.357e-002	4.996e-002
-2.361e-002	5.003e-002
-2.365e-002	5.004e-002
-2.369e-002	4.999e-002
-2.374e-002	4.996e-002
-2.378e-002	4.998e-002
-2.382e-002	5.000e-002
-2.386e-002	4.998e-002
-2.390e-002	5.001e-002
-2.395e-002	4.998e-002
-2.399e-002	4.996e-002
-2.403e-002	4.994e-002
-2.407e-002	4.992e-002
-2.411e-002	5.006e-002
-2.415e-002	4.998e-002
-2.419e-002	5.000e-002
-2.423e-002	4.998e-002
-2.427e-002	5.003e-002
-2.431e-002	5.003e-002
-2.436e-002	4.997e-002
-2.440e-002	4.997e-002
-2.444e-002	4.998e-002
-2.448e-002	5.000e-002
-2.452e-002	4.995e-002
-2.456e-002	4.998e-002
-2.460e-002	4.997e-002
-2.464e-002	4.999e-002
-2.468e-002	4.999e-002
-2.472e-002	4.996e-002
-2.476e-002	4.998e-002
-2.480e-002	4.998e-002
-2.484e-002	4.999e-002
-2.487e-002	4.999e-002
-2.491e-002	4.996e-002
-2.495e-002	4.993e-002
-2.498e-002	4.999e-002
-2.502e-002	4.999e-002
-2.506e-002	5.001e-002
-2.509e-002	5.002e-002
-2.513e-002	4.998e-002
-2.517e-002	5.000e-002
-2.520e-002	4.997e-002
-2.524e-002	4.995e-002
-2.528e-002	4.997e-002
-2.531e-002	5.002e-002
-2.535e-002	5.000e-002
-2.538e-002	4.999e-002
-2.542e-002	4.997e-002
-2.546e-002	5.000e-002
-2.549e-002	4.998e-002
-2.553e-002	5.000e-002
-2.556e-002	5.002e-002
-2.560e-002	5.000e-002
-2.564e-002	4.996e-002
-2.567e-002	4.998e-002
-2.571e-002	4.995e-002
-2.574e-002	4.994e-002
-2.578e-002	4.995e-002
-2.581e-002	4.999e-002
-2.584e-002	5.001e-002
-2.588e-002	5.001e-002
-2.591e-002	4.997e-002
-2.594e-002	4.997e-002
-2.598e-002	4.997e-002
-2.601e-002	5.001e-002
-2.604e-002	4.999e-002
-2.607e-002	5.000e-002
-2.611e-002	4.999e-002
-2.614e-002	5.000e-002
-2.617e-002	4.998e-002
-2.621e-002	4.996e-002
-2.624e-002	4.991e-002
-2.627e-002	4.992e-002
-2.630e-002	5.003e-002
-2.633e-002	5.003e-002
-2.636e-002	4.999e-002
-2.639e-002	4.999e-002
-2.642e-002	5.001e-002
-2.645e-002	5.001e-002
-2.648e-002	5.000e-002
-2.652e-002	4.997e-002
-2.655e-002	5.000e-002
-2.658e-002	4.999e-002
-2.661e-002	4.999e-002
-2.664e-002	4.996e-002
-2.667e-002	4.995e-002
-2.670e-002	4.997e-002
-2.673e-002	4.997e-002
-2.676e-002	4.997e-002
-2.679e-002	4.998e-002
-2.682e-002	4.998e-002
-2.685e-002	4.998e-002
-2.687e-002	4.998e-002
-2.690e-002	4.998e-002
-2.693e-002	5.000e-002
-2.696e-002	5.000e-002
-2.699e-002	4.994e-002
-2.701e-002	4.994e-002
-2.704e-002	4.998e-002
-2.706e-002	5.000e-002
-2.709e-002	4.998e-002
-2.711e-002	4.995e-002
-2.714e-002	4.997e-002
-2.716e-002	5.000e-002
-2.718e-002	5.001e-002
-2.721e-002	5.001e-002
-2.723e-002	5.000e-002
-2.726e-002	5.001e-002
-2.729e-002	4.997e-002
-2.731e-002	4.999e-002
-2.734e-002	4.998e-002
-2.736e-002	4.998e-002
-2.738e-002	5.000e-002
-2.741e-002	4.998e-002
-2.743e-002	4.997e-002
-2.746e-002	4.995e-002
-2.748e-002	4.994e-002
-2.750e-002	4.999e-002
-2.752e-002	4.999e-002
-2.755e-002	4.998e-002
-2.757e-002	4.999e-002
-2.759e-002	4.998e-002
-2.761e-002	4.999e-002
-2.763e-002	5.000e-002
-2.765e-002	5.000e-002
-2.768e-002	4.999e-002
-2.770e-002	4.998e-002
-2.772e-002	4.996e-002
-2.774e-002	4.996e-002
-2.776e-002	4.998e-002
-2.778e-002	4.997e-002
-2.780e-002	4.997e-002
-2.781e-002	4.997e-002
-2.783e-002	4.997e-002
-2.785e-002	4.997e-002
-2.787e-002	4.999e-002
-2.788e-002	4.997e-002
-2.790e-002	4.998e-002
-2.792e-002	5.000e-002
-2.793e-002	4.999e-002
-2.795e-002	4.999e-002
-2.797e-002	4.999e-002
-2.798e-002	4.998e-002
-2.800e-002	4.998e-002
-2.801e-002	4.999e-002
-2.803e-002	4.999e-002
-2.805e-002	4.997e-002
-2.806e-002	4.997e-002
-2.808e-002	4.997e-002
-2.809e-002	4.998e-002
-2.810e-002	4.998e-002
-2.812e-002	4.997e-002
-2.813e-002	5.000e-002
-2.815e-002	4.999e-002
-2.816e-002	4.998e-002
-2.817e-002	4.998e-002
-2.819e-002	4.999e-002
-2.820e-002	4.998e-002
-2.821e-002	4.998e-002
-2.823e-002	4.999e-002
-2.824e-002	4.998e-002
-2.825e-002	4.997e-002
-2.826e-002	4.999e-002
-2.827e-002	4.999e-002
-2.829e-002	4.998e-002
-2.830e-002	4.998e-002
-2.831e-002	4.998e-002
-2.832e-002	4.998e-002
-2.833e-002	4.999e-002
-2.834e-002	4.999e-002
-2.835e-002	4.997e-002
-2.836e-002	4.998e-002
-2.837e-002	4.998e-002
-2.838e-002	4.997e-002
-2.839e-002	4.998e-002
-2.840e-002	4.999e-002
-2.841e-002	4.999e-002
-2.842e-002	4.999e-002
-2.843e-002	4.999e-002
-2.844e-002	4.999e-002
-2.845e-002	4.999e-002
-2.846e-002	4.999e-002
-2.847e-002	4.998e-002
-2.848e-002	4.998e-002
-2.849e-002	4.997e-002
-2.849e-002	4.998e-002
-2.850e-002	4.999e-002
-2.851e-002	4.998e-002
-2.852e-002	4.999e-002
-2.853e-002	4.999e-002
-2.854e-002	4.998e-002
-2.855e-002	4.998e-002
-2.855e-002	4.998e-002
-2.856e-002	4.998e-002
-2.857e-002	4.998e-002
-2.858e-002	4.997e-002
-2.858e-002	4.999e-002
-2.859e-002	4.999e-002
-2.860e-002	4.999e-002
-2.860e-002	4.999e-002
-2.861e-002	5.000e-002
-2.862e-002	4.998e-002
-2.862e-002	4.998e-002
-2.863e-002	4.998e-002
-2.864e-002	4.999e-002
-2.864e-002	4.999e-002
-2.865e-002	4.999e-002
-2.866e-002	4.998e-002
-2.866e-002	4.998e-002
-2.867e-002	4.999e-002
-2.868e-002	4.998e-002
-2.868e-002	4.998e-002
-2.869e-002	4.998e-002
-2.869e-002	4.998e-002
-2.870e-002	4.999e-002
-2.870e-002	4.999e-002
-2.871e-002	4.998e-002
-2.871e-002	4.998e-002
-2.872e-002	4.998e-002
-2.872e-002	4.999e-002
-2.873e-002	4.999e-002
-2.873e-002	4.999e-002
-2.874e-002	4.999e-002
-2.874e-002	4.999e-002
-2.875e-002	4.998e-002
-2.875e-002	4.999e-002
-2.876e-002	4.999e-002
-2.876e-002	4.998e-002
-2.877e-002	4.998e-002
-2.877e-002	4.999e-002
-2.877e-002	4.999e-002
-2.878e-002	4.998e-002
-2.878e-002	4.999e-002
-2.879e-002	4.999e-002
-2.879e-002	4.998e-002
-2.879e-002	4.998e-002
-2.880e-002	4.999e-002
-2.880e-002	4.999e-002
-2.880e-002	4.998e-002
-2.881e-002	4.999e-002
-2.881e-002	4.999e-002
-2.881e-002	4.999e-002
-2.882e-002	4.999e-002
-2.882e-002	4.999e-002
-2.882e-002	4.999e-002
-2.883e-002	4.999e-002
-2.883e-002	4.999e-002
-2.883e-002	4.999e-002
-2.884e-002	4.999e-002
-2.884e-002	4.999e-002
-2.884e-002	4.999e-002
-2.884e-002	4.999e-002
-2.885e-002	4.999e-002
-2.885e-002	4.999e-002
-2.885e-002	4.999e-002
-2.885e-002	4.999e-002
-2.886e-002	4.999e-002
-2.886e-002	4.999e-002
-2.886e-002	4.999e-002
-2.886e-002	4.999e-002
-2.887e-002	4.999e-002
-2.887e-002	4.999e-002
-2.887e-002	4.999e-002
-2.887e-002	4.999e-002
-2.888e-002	5.000e-002
-2.888e-002	4.999e-002
-2.888e-002	4.999e-002
-2.889e-002	4.999e-002
-2.889e-002	4.999e-002
-2.889e-002	4.999e-002
-2.889e-002	4.999e-002
-2.890e-002	4.999e-002
-2.890e-002	4.999e-002
-2.890e-002	4.999e-002
-2.890e-002	4.998e-002
-2.890e-002	4.999e-002
-2.891e-002	4.999e-002
-2.891e-002	4.999e-002
-2.891e-002	4.999e-002
-2.891e-002	4.999e-002
-2.891e-002	4.999e-002
-2.892e-002	4.999e-002
-2.892e-002	4.999e-002
-2.892e-002	4.999e-002
-2.892e-002	4.999e-002
-2.892e-002	4.999e-002
-2.892e-002	4.999e-002
-2.893e-002	4.999e-002
-2.893e-002	4.999e-002
-2.893e-002	4.999e-002
-2.893e-002	4.999e-002
-2.893e-002	4.999e-002
-2.893e-002	4.999e-002
-2.894e-002	4.999e-002
-2.894e-002	4.999e-002
-2.894e-002	4.999e-002
-2.894e-002	4.999e-002
-2.894e-002	4.999e-002
	
